precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,7,9,378,0,68,461,1.52%,1.95%,82.00%,0.00%,14.75%
2,11,7,459,0,123,596,1.85%,1.17%,77.01%,0.00%,20.64%
4,14,23,472,1,122,632,2.22%,3.64%,74.68%,0.16%,19.30%
3-3,3,3,28,0,21,54,5.56%,5.56%,51.85%,0.00%,38.89%
3-5,15,6,308,5,111,445,3.37%,1.35%,69.21%,1.12%,24.94%
