precinct,registered,ballots_cast,blank
1,2639,871,0
2,4921,1199,0
3,2965,535,0
4,4215,1062,0
5,1033,321,0
6,1666,376,0
7,1500,420,0
8,5899,1286,0
9,4208,963,0
10,1004,275,0
11,4412,1136,0
12,2150,648,0
13,3323,807,0
14,3349,706,0
15,1585,349,0
16,2661,641,0
17,4540,1043,0
18,1103,286,0
19,1575,565,0
20,2585,695,0
21,4306,1367,0
22,5007,1181,0
23,3491,703,0
24,2024,457,0
25,4095,1265,0
26,1283,307,0
27,2773,710,0
28,3522,966,0
29,3623,758,0
30,1016,220,0
31,2026,779,0
32,2441,870,0
33,4155,1071,0
34,4313,1097,0
35,1828,486,0
36,1977,659,0
37,2848,729,0
38,4307,823,0
39,2935,711,0
40,3518,1072,0
41,1971,681,0
42,2426,516,0
43,3457,757,0
44,1629,347,0
45,3469,1056,0
46,3122,832,0
47,2558,824,0
48,3672,1162,0
49,2350,834,0
50,3269,660,0
51,1844,403,0
52,4708,1243,0
53,2220,719,0
54,3599,858,0
55,4035,1047,0
56,3527,886,0
57,1596,354,0
58,3511,930,0
59,3956,1089,0
60,3381,1103,0
61,1668,622,0
62,2447,784,0
63,2006,725,0
64,2530,719,0
65,1195,337,0
66,2162,590,0
67,2876,855,0
68,1992,572,0
69,3834,1268,0
70,1857,610,0
71,1781,606,0
72,1698,524,0
73,1859,445,0
74,1964,533,0
75,2293,677,0
76,3249,1054,0
77,3593,987,0
78,4723,1191,0
79,2684,639,0
80,3559,987,0
81,2879,808,0
82,2894,725,0
83,4290,1162,0
84,2563,757,0
85,3406,949,0
86,2963,918,0
87,3623,425,0
88,1434,241,0
89,3183,844,0
90,3135,1010,0
91,2310,717,0
92,4696,967,0
93,304,82,0
94,4211,1308,0
95,3082,827,0
96,1452,246,0
97,1316,538,0
98,1603,409,0
99,567,109,0
100,1991,423,0
101,4237,987,0
102,2472,928,0
103,1357,313,0
104,2205,426,0
105,265,47,0
106,1826,505,0
107,3310,1022,0
108,3010,801,0
109,4785,1265,0
110,2751,934,0
111,3063,776,0
112,3110,917,0
113,3289,823,0
114,5068,1180,0
115,2916,926,0
116,5031,1429,0
117,4167,1014,0
118,4184,1111,0
119,2321,705,0
120,3543,1179,0
121,2837,636,0
122,4862,1520,0
123,2033,604,0
124,3148,859,0
125,2244,600,0
126,4893,1397,0
127,3922,997,0
128,3138,1035,0
129,4514,1216,0
130,3899,1115,0
131,3041,897,0
132,2754,863,0
133,2962,682,0
134,4135,880,0
135,4147,995,0
136,1922,682,0
137,1987,572,0
138,2484,774,0
139,3894,933,0
140,4688,1494,0
141,3467,1213,0
142,2714,904,0
143,2097,608,0
144,2915,980,0
145,1733,461,0
146,4730,1117,0
147,2177,483,0
148,1279,429,0
149,4602,1345,0
150,2578,948,0
151,1865,448,0
152,320,51,0
153,1241,303,0
154,3521,813,0
155,2946,777,0
156,3689,1020,0
157,4382,1131,0
158,2842,731,0
159,3355,770,0
160,564,161,0
161,270,69,0
162,1158,296,0
163,2172,475,0
164,2373,944,0
165,941,354,0
166,4361,1249,0
167,2168,449,0
168,1923,555,0
169,3515,853,0
170,1867,534,0
171,3055,711,0
172,3473,807,0
173,619,250,0
174,4644,1075,0
175,2091,624,0
176,3842,625,0
177,3561,704,0
178,3481,793,0
179,4577,1947,0
180,3505,765,0
181,3487,713,0
182,3955,1101,0
183,172,46,0
184,3241,571,0
185,3531,899,0
186,822,207,0
187,1135,207,0
188,808,145,0
189,2454,632,0
190,1054,285,0
191,1149,199,0
192,4732,1089,0
193,1422,403,0
194,4021,1090,0
195,886,295,0
196,1954,548,0
197,1274,300,0
198,3688,1035,0
199,4303,1022,0
200,3207,749,0
201,0,0,0
203,3086,1046,0
204,353,147,0
205,4051,1058,0
206,1967,582,0
207,4006,1089,0
208,4590,1226,0
209,168,61,0
210,1773,527,0
211,3462,924,0
212,2673,593,0
213,3657,834,0
214,3905,1116,0
215,3928,729,0
216,4951,1359,0
217,3135,852,0
218,4353,1059,0
219,4650,1186,0
220,2612,465,0
221,1981,634,0
222,3938,1028,0
223,2562,696,0
224,3333,960,0
225,3898,859,0
226,4287,1091,0
227,4419,1124,0
228,4884,917,0
229,2465,444,0
230,4835,991,0
231,4720,1294,0
232,3912,1083,0
233,2093,600,0
234,3554,782,0
235,1912,397,0
236,3021,957,0
237,2378,562,0
238,4008,813,0
239,4207,1023,0
240,4727,1019,0
241,1523,507,0
242,3612,1005,0
243,1701,509,0
244,3150,848,0
245,2626,523,0
246,2782,903,0
247,2469,794,0
248,2352,487,0
249,4937,987,0
250,4155,611,0
251,2614,595,0
252,3345,750,0
253,3323,660,0
254,1278,252,0
255,3471,920,0
256,892,266,0
257,1504,338,0
258,2929,922,0
259,3700,994,0
260,471,125,0
261,3199,855,0
262,2921,789,0
263,2212,502,0
264,3836,1108,0
265,0,0,0
268,0,0,0
269,0,0,0
270,2,0,0
271,995,229,0
272,1,0,0
273,285,98,0
274,0,16,0
275,0,0,0
276,0,339,0
277,0,0,0
281,0,0,0
284,0,0,0
