precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,2,13,455,8,271,749,0.27%,1.74%,60.75%,1.07%,36.18%
102,18,45,2628,27,938,3656,0.49%,1.23%,71.88%,0.74%,25.66%
103,8,9,257,12,335,621,1.29%,1.45%,41.38%,1.93%,53.95%
104,8,54,1854,21,729,2666,0.30%,2.03%,69.54%,0.79%,27.34%
105,6,39,2338,12,334,2729,0.22%,1.43%,85.67%,0.44%,12.24%
106,16,41,437,24,715,1233,1.30%,3.33%,35.44%,1.95%,57.99%
107,0,8,193,2,156,359,0.00%,2.23%,53.76%,0.56%,43.45%
108,173,223,3517,193,3018,7124,2.43%,3.13%,49.37%,2.71%,42.36%
109,115,158,2632,69,2303,5277,2.18%,2.99%,49.88%,1.31%,43.64%
110,16,54,1949,15,756,2790,0.57%,1.94%,69.86%,0.54%,27.10%
111,0,1,41,0,179,221,0.00%,0.45%,18.55%,0.00%,81.00%
112,12,45,2069,6,343,2475,0.48%,1.82%,83.60%,0.24%,13.86%
113,117,85,2699,52,1207,4160,2.81%,2.04%,64.88%,1.25%,29.01%
114,66,90,1697,68,1904,3825,1.73%,2.35%,44.37%,1.78%,49.78%
115,131,280,3209,144,4198,7962,1.65%,3.52%,40.30%,1.81%,52.73%
116,313,124,1348,78,3060,4923,6.36%,2.52%,27.38%,1.58%,62.16%
117,1,9,551,25,348,934,0.11%,0.96%,58.99%,2.68%,37.26%
118,26,54,3091,38,1061,4270,0.61%,1.26%,72.39%,0.89%,24.85%
119,44,45,484,72,1007,1652,2.66%,2.72%,29.30%,4.36%,60.96%
120,16,17,229,32,666,960,1.67%,1.77%,23.85%,3.33%,69.38%
121,137,149,1900,26,1833,4045,3.39%,3.68%,46.97%,0.64%,45.32%
122,1,2,58,5,26,92,1.09%,2.17%,63.04%,5.43%,28.26%
123,6,4,180,4,60,254,2.36%,1.57%,70.87%,1.57%,23.62%
124,45,173,4362,0,1129,5694,0.79%,3.04%,76.61%,0.00%,19.83%
125,1,3,42,1,37,84,1.19%,3.57%,50.00%,1.19%,44.05%
