precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,24,59,223,48,1600,1954,1.23%,3.02%,11.41%,2.46%,81.88%
2,66,77,800,255,4625,5823,1.13%,1.32%,13.74%,4.38%,79.43%
3,50,55,604,155,3519,4383,1.14%,1.25%,13.78%,3.54%,80.29%
4,26,49,1052,118,2843,4088,0.64%,1.20%,25.73%,2.89%,69.55%
5,20,31,261,115,2862,3289,0.61%,0.94%,7.94%,3.50%,87.02%
7,5,9,86,51,1106,1257,0.40%,0.72%,6.84%,4.06%,87.99%
8,63,74,596,189,3273,4195,1.50%,1.76%,14.21%,4.51%,78.02%
9,163,98,759,219,5273,6512,2.50%,1.50%,11.66%,3.36%,80.97%
10,75,66,577,242,5632,6592,1.14%,1.00%,8.75%,3.67%,85.44%
11,35,60,594,129,2387,3205,1.09%,1.87%,18.53%,4.02%,74.48%
12,17,56,561,155,2338,3127,0.54%,1.79%,17.94%,4.96%,74.77%
13,89,62,469,124,4079,4823,1.85%,1.29%,9.72%,2.57%,84.57%
14,38,45,884,150,4006,5123,0.74%,0.88%,17.26%,2.93%,78.20%
15,11,152,215,29,830,1237,0.89%,12.29%,17.38%,2.34%,67.10%
16,73,38,277,160,5442,5990,1.22%,0.63%,4.62%,2.67%,90.85%
