precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
2,2,19,159,18,973,1171,0.17%,1.62%,13.58%,1.54%,83.09%
3,4,13,54,4,346,421,0.95%,3.09%,12.83%,0.95%,82.19%
4,4,191,48,9,779,1031,0.39%,18.53%,4.66%,0.87%,75.56%
5,29,181,344,76,2526,3156,0.92%,5.74%,10.90%,2.41%,80.04%
6,4,77,46,8,627,762,0.52%,10.10%,6.04%,1.05%,82.28%
7,6,273,53,12,673,1017,0.59%,26.84%,5.21%,1.18%,66.18%
8,8,454,483,16,869,1830,0.44%,24.81%,26.39%,0.87%,47.49%
1N,41,274,853,12,1298,2478,1.65%,11.06%,34.42%,0.48%,52.38%
1S,70,502,804,33,1709,3118,2.25%,16.10%,25.79%,1.06%,54.81%
1W,9,38,466,13,433,959,0.94%,3.96%,48.59%,1.36%,45.15%
9N,15,306,187,59,1136,1703,0.88%,17.97%,10.98%,3.46%,66.71%
9S,6,175,130,56,1007,1374,0.44%,12.74%,9.46%,4.08%,73.29%
1SE,234,1398,740,19,728,3119,7.50%,44.82%,23.73%,0.61%,23.34%
1SW,26,194,318,33,1312,1883,1.38%,10.30%,16.89%,1.75%,69.68%
