precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
100,6,7,138,0,234,378,1.59%,1.85%,36.51%,0.00%,61.90%
200,4,11,59,0,285,358,1.12%,3.07%,16.48%,0.00%,79.61%
300,6,8,106,0,283,398,1.51%,2.01%,26.63%,0.00%,71.11%
400,7,4,46,12,310,379,1.85%,1.06%,12.14%,3.17%,81.79%
