precinct,registered,ballots_cast,blank
collin:101,4006,2022,0
collin:105,33,4,0
collin:108,2970,1563,1
collin:109,4577,2453,0
collin:111,3027,1631,0
collin:112,3135,1872,0
collin:116,4920,2748,0
collin:117,4367,2120,1
collin:118,4315,2281,1
collin:119,2374,1411,0
collin:123,2023,1141,0
collin:124,3253,1634,0
collin:127,3882,1912,0
collin:137,2003,1099,0
collin:143,2158,1288,0
collin:146,4877,2371,1
collin:154,1939,1158,0
collin:176,4032,1467,0
collin:177,3203,1500,0
collin:178,3002,1556,0
collin:184,3232,1307,1
collin:199,3269,1928,0
collin:207,3993,2125,1
collin:208,3375,2140,0
collin:214,4427,2716,0
collin:22,4400,2410,0
collin:224,3036,1808,0
collin:229,1738,866,0
collin:239,4257,2284,0
collin:245,2774,1151,0
collin:246,2832,1691,0
collin:28,3618,2032,0
collin:29,3981,2236,0
collin:30,4909,2597,0
collin:34,4438,2448,0
collin:75,2308,1334,0
collin:81,2865,1535,1
collin:86,2972,1728,0
collin:89,3232,1783,0
collin:90,3267,1934,0
collin:92,4113,1733,0
