precinct,registered,ballots_cast,blank
montgomery:100,4317,,
montgomery:12,2369,,
montgomery:14,4613,,
montgomery:16,4274,,
montgomery:24,3344,,
montgomery:25,3684,,
montgomery:26,2701,,
montgomery:27,4373,,
montgomery:3,6297,,
montgomery:31,4775,,
montgomery:32,2970,,
montgomery:33,3552,,
montgomery:35,5295,,
montgomery:36,3497,,
montgomery:37,2998,,
montgomery:4,2064,,
montgomery:41,3932,,
montgomery:42,916,,
montgomery:45,3051,,
montgomery:46,5687,,
montgomery:47,4488,,
montgomery:48,2471,,
montgomery:49,2363,,
montgomery:52,3993,,
montgomery:53,4523,,
montgomery:54,1803,,
montgomery:56,3261,,
montgomery:58,2497,,
montgomery:59,1671,,
montgomery:6,4034,,
montgomery:61,4906,,
montgomery:62,2734,,
montgomery:64,2222,,
montgomery:67,2889,,
montgomery:68,5120,,
montgomery:69,4343,,
montgomery:7,2139,,
montgomery:70,2838,,
montgomery:71,4630,,
montgomery:75,4471,,
montgomery:78,5150,,
montgomery:79,2293,,
montgomery:80,5423,,
montgomery:81,4320,,
montgomery:82,5788,,
montgomery:84,4717,,
montgomery:87,3760,,
montgomery:88,4214,,
montgomery:92,4965,,
montgomery:93,4443,,
montgomery:94,1981,,
montgomery:95,4309,,
montgomery:96,5992,,
montgomery:98,5143,,
