precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,36,49,1964,7,258,2314,1.56%,2.12%,84.87%,0.30%,11.15%
2,26,46,2098,0,239,2409,1.08%,1.91%,87.09%,0.00%,9.92%
3,2,7,492,0,45,544,0.37%,1.29%,90.44%,0.00%,8.27%
4,1,1,85,0,16,101,0.99%,0.99%,84.16%,0.00%,15.84%
5,1,4,833,2,41,881,0.11%,0.45%,94.55%,0.23%,4.65%
6,19,15,1183,6,142,1365,1.39%,1.10%,86.67%,0.44%,10.40%
7,9,7,832,0,157,1001,0.90%,0.70%,83.12%,0.00%,15.68%
