precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1001,10,17,61,13,365,466,2.15%,3.65%,13.09%,2.79%,78.33%
1002,22,37,152,29,567,807,2.73%,4.58%,18.84%,3.59%,70.26%
1003,57,127,732,105,2162,3183,1.79%,3.99%,23.00%,3.30%,67.92%
1004,46,524,814,84,1546,3014,1.53%,17.39%,27.01%,2.79%,51.29%
1005,41,139,408,1,1240,1829,2.24%,7.60%,22.31%,0.05%,67.80%
1006,44,550,4754,90,2439,7877,0.56%,6.98%,60.35%,1.14%,30.96%
1007,53,172,602,53,1514,2394,2.21%,7.18%,25.15%,2.21%,63.24%
1008,67,99,616,70,951,1803,3.72%,5.49%,34.17%,3.88%,52.75%
1009,88,343,2072,90,1945,4538,1.94%,7.56%,45.66%,1.98%,42.86%
2010,47,181,304,18,790,1340,3.51%,13.51%,22.69%,1.34%,58.96%
2011,162,281,733,77,1568,2821,5.74%,9.96%,25.98%,2.73%,55.58%
2012,36,76,407,61,1441,2021,1.78%,3.76%,20.14%,3.02%,71.30%
2013,57,133,1228,159,2900,4477,1.27%,2.97%,27.43%,3.55%,64.78%
2014,47,139,1324,114,3035,4659,1.01%,2.98%,28.42%,2.45%,65.14%
2015,64,570,887,119,2941,4581,1.40%,12.44%,19.36%,2.60%,64.20%
2016,46,132,635,81,2816,3710,1.24%,3.56%,17.12%,2.18%,75.90%
3017,47,441,1358,96,2359,4301,1.09%,10.25%,31.57%,2.23%,54.85%
3018,30,135,803,69,1645,2682,1.12%,5.03%,29.94%,2.57%,61.33%
3019,38,193,4640,66,1922,6859,0.55%,2.81%,67.65%,0.96%,28.02%
3020,57,264,8093,75,1594,10083,0.57%,2.62%,80.26%,0.74%,15.81%
4021,56,327,2136,133,2413,5065,1.11%,6.46%,42.17%,2.63%,47.64%
4022,26,291,2057,100,1900,4374,0.59%,6.65%,47.03%,2.29%,43.44%
4023,43,97,879,48,1450,2517,1.71%,3.85%,34.92%,1.91%,57.61%
4024,42,175,1803,54,1650,3724,1.13%,4.70%,48.42%,1.45%,44.31%
4025,25,707,2551,0,1201,4469,0.56%,15.82%,57.08%,0.00%,26.87%
4026,36,723,1435,31,1397,3622,0.99%,19.96%,39.62%,0.86%,38.57%
