Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1001,149,16,81,246,0.6056910569,0.0650406504,0.3292682927,Rep,2
1002,256,20,205,481,0.5322245322,0.0415800416,0.4261954262,Rep,2
1003,953,62,592,1607,0.5930304916,0.0385812072,0.3683883012,Rep,2
1004,504,58,665,1227,0.4107579462,0.0472697637,0.5419722901,Dem,2
1005,384,28,245,657,0.5844748858,0.0426179604,0.3729071537,Rep,2
1006,528,59,439,1026,0.5146198830,0.0575048733,0.4278752437,Rep,1
1007,828,61,600,1489,0.5560779046,0.0409670920,0.4029550034,Rep,2
1008,426,41,419,886,0.4808126411,0.0462753950,0.4729119639,Rep,1
1009,553,47,463,1063,0.5202257761,0.0442144873,0.4355597366,Rep,1
2010,152,16,149,317,0.4794952681,0.0504731861,0.4700315457,Rep,1
2011,612,61,531,1204,0.5083056478,0.0506644518,0.4410299003,Rep,1
2012,691,40,294,1025,0.6741463415,0.0390243902,0.2868292683,Rep,3
2013,1066,74,642,1782,0.5982042649,0.0415263749,0.3602693603,Rep,2
2014,1170,63,512,1745,0.6704871060,0.0361031519,0.2934097421,Rep,3
2015,1010,68,616,1694,0.5962219599,0.0401416765,0.3636363636,Rep,2
2016,1191,65,397,1653,0.7205081670,0.0393224440,0.2401693890,Rep,3
3017,903,62,505,1470,0.6142857143,0.0421768707,0.3435374150,Rep,2
3018,681,38,267,986,0.6906693712,0.0385395538,0.2707910751,Rep,3
3019,597,49,502,1148,0.5200348432,0.0426829268,0.4372822300,Rep,1
3020,470,62,649,1181,0.3979678239,0.0524978831,0.5495342930,Dem,2
4021,742,63,595,1400,0.5300000000,0.0450000000,0.4250000000,Rep,2
4022,735,52,486,1273,0.5773762765,0.0408483896,0.3817753339,Rep,2
4023,532,26,224,782,0.6803069054,0.0332480818,0.2864450128,Rep,3
4024,515,35,294,844,0.6101895735,0.0414691943,0.3483412322,Rep,2
4025,350,61,634,1045,0.3349282297,0.0583732057,0.6066985646,Dem,2
4026,453,65,617,1135,0.3991189427,0.0572687225,0.5436123348,Dem,2
