precinct,party,candidate,votes
1,,Ricardo Turullos-Bonilla,0
1,DEM,"Mary ""MJ"" Hegar",125
1,GRN,David B. Collins,1
1,LIB,Kerry Douglas McKennon,5
1,REP,John Cornyn,292
10,,Ricardo Turullos-Bonilla,0
10,DEM,"Mary ""MJ"" Hegar",89
10,GRN,David B. Collins,1
10,LIB,Kerry Douglas McKennon,7
10,REP,John Cornyn,185
2,,Ricardo Turullos-Bonilla,0
2,DEM,"Mary ""MJ"" Hegar",140
2,GRN,David B. Collins,3
2,LIB,Kerry Douglas McKennon,15
2,REP,John Cornyn,637
3,,Ricardo Turullos-Bonilla,0
3,DEM,"Mary ""MJ"" Hegar",81
3,GRN,David B. Collins,2
3,LIB,Kerry Douglas McKennon,8
3,REP,John Cornyn,324
4,,Ricardo Turullos-Bonilla,0
4,DEM,"Mary ""MJ"" Hegar",112
4,GRN,David B. Collins,1
4,LIB,Kerry Douglas McKennon,4
4,REP,John Cornyn,235
5,,Ricardo Turullos-Bonilla,0
5,DEM,"Mary ""MJ"" Hegar",111
5,GRN,David B. Collins,3
5,LIB,Kerry Douglas McKennon,10
5,REP,John Cornyn,409
6,,Ricardo Turullos-Bonilla,0
6,DEM,"Mary ""MJ"" Hegar",195
6,GRN,David B. Collins,1
6,LIB,Kerry Douglas McKennon,7
6,REP,John Cornyn,382
7,,Ricardo Turullos-Bonilla,0
7,DEM,"Mary ""MJ"" Hegar",233
7,GRN,David B. Collins,5
7,LIB,Kerry Douglas McKennon,13
7,REP,John Cornyn,225
8,,Ricardo Turullos-Bonilla,0
8,DEM,"Mary ""MJ"" Hegar",132
8,GRN,David B. Collins,0
8,LIB,Kerry Douglas McKennon,13
8,REP,John Cornyn,478
9,,Ricardo Turullos-Bonilla,0
9,DEM,"Mary ""MJ"" Hegar",58
9,GRN,David B. Collins,0
9,LIB,Kerry Douglas McKennon,3
9,REP,John Cornyn,213
