precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,65,140,991,29,1270,2495,2.61%,5.61%,39.72%,1.16%,50.90%
2,76,154,2228,36,1549,4043,1.88%,3.81%,55.11%,0.89%,38.31%
3,280,246,2755,43,1720,5044,5.55%,4.88%,54.62%,0.85%,34.10%
4,130,359,3204,0,663,4327,3.00%,8.30%,74.05%,0.00%,15.32%
5,29,62,1019,36,1065,2211,1.31%,2.80%,46.09%,1.63%,48.17%
6,330,249,1767,79,2769,5194,6.35%,4.79%,34.02%,1.52%,53.31%
7,15,157,1108,0,106,1361,1.10%,11.54%,81.41%,0.00%,7.79%
8,688,506,4543,22,3141,8900,7.73%,5.69%,51.04%,0.25%,35.29%
9,26,64,1877,12,1241,3220,0.81%,1.99%,58.29%,0.37%,38.54%
10,4,14,598,38,782,1436,0.28%,0.97%,41.64%,2.65%,54.46%
11,5,17,743,0,230,989,0.51%,1.72%,75.13%,0.00%,23.26%
12,8,26,1717,5,267,2023,0.40%,1.29%,84.87%,0.25%,13.20%
13,9,23,1442,0,40,1497,0.60%,1.54%,96.33%,0.00%,2.67%
14,12,18,471,9,185,695,1.73%,2.59%,67.77%,1.29%,26.62%
15,20,84,1565,16,399,2084,0.96%,4.03%,75.10%,0.77%,19.15%
16,66,28,838,12,577,1521,4.34%,1.84%,55.10%,0.79%,37.94%
17,297,379,3452,31,1505,5664,5.24%,6.69%,60.95%,0.55%,26.57%
18,242,406,2069,177,3133,6027,4.02%,6.74%,34.33%,2.94%,51.98%
19,60,17,237,129,2706,3149,1.91%,0.54%,7.53%,4.10%,85.93%
20,143,348,4268,0,752,5480,2.61%,6.35%,77.88%,0.00%,13.72%
21,30,24,215,28,310,607,4.94%,3.95%,35.42%,4.61%,51.07%
22,15,13,481,0,153,649,2.31%,2.00%,74.11%,0.00%,23.57%
23,46,32,1156,47,1925,3206,1.43%,1.00%,36.06%,1.47%,60.04%
24,10,137,1343,0,183,1657,0.60%,8.27%,81.05%,0.00%,11.04%
25,2,7,491,14,394,908,0.22%,0.77%,54.07%,1.54%,43.39%
26,813,348,2997,50,2643,6851,11.87%,5.08%,43.75%,0.73%,38.58%
27,5,15,1094,6,140,1260,0.40%,1.19%,86.83%,0.48%,11.11%
28,2,6,92,4,211,315,0.63%,1.90%,29.21%,1.27%,66.98%
29,346,237,2607,66,1870,5126,6.75%,4.62%,50.86%,1.29%,36.48%
30,4,74,127,2,32,239,1.67%,30.96%,53.14%,0.84%,13.39%
31,15,57,1058,15,164,1309,1.15%,4.35%,80.83%,1.15%,12.53%
32,215,286,2267,61,1319,4148,5.18%,6.89%,54.65%,1.47%,31.80%
33,30,170,1475,41,863,2579,1.16%,6.59%,57.19%,1.59%,33.46%
34,8,52,801,0,258,1111,0.72%,4.68%,72.10%,0.00%,23.22%
35,7,18,1259,0,52,1335,0.52%,1.35%,94.31%,0.00%,3.90%
36,10,21,963,4,202,1200,0.83%,1.75%,80.25%,0.33%,16.83%
37,18,75,1891,0,228,2212,0.81%,3.39%,85.49%,0.00%,10.31%
38,9,156,175,0,29,355,2.54%,43.94%,49.30%,0.00%,8.17%
39,28,57,767,2,403,1257,2.23%,4.53%,61.02%,0.16%,32.06%
40,201,71,848,151,3983,5254,3.83%,1.35%,16.14%,2.87%,75.81%
41,1,16,804,10,33,864,0.12%,1.85%,93.06%,1.16%,3.82%
42,13,21,182,3,326,545,2.39%,3.85%,33.39%,0.55%,59.82%
43,12,107,1082,0,131,1320,0.91%,8.11%,81.97%,0.00%,9.92%
44,10,35,1962,0,97,2089,0.48%,1.68%,93.92%,0.00%,4.64%
45,4,60,1115,0,104,1275,0.31%,4.71%,87.45%,0.00%,8.16%
46,3,27,679,1,60,770,0.39%,3.51%,88.18%,0.13%,7.79%
47,4,64,775,5,120,968,0.41%,6.61%,80.06%,0.52%,12.40%
48,33,82,1644,6,500,2265,1.46%,3.62%,72.58%,0.26%,22.08%
49,16,68,1028,19,733,1864,0.86%,3.65%,55.15%,1.02%,39.32%
50,21,70,594,0,225,899,2.34%,7.79%,66.07%,0.00%,25.03%
51,39,324,3458,5,833,4659,0.84%,6.95%,74.22%,0.11%,17.88%
52,7,66,1126,3,117,1319,0.53%,5.00%,85.37%,0.23%,8.87%
53,9,53,1232,0,151,1423,0.63%,3.72%,86.58%,0.00%,10.61%
54,12,36,1845,0,152,2040,0.59%,1.76%,90.44%,0.00%,7.45%
55,2,12,1230,5,68,1317,0.15%,0.91%,93.39%,0.38%,5.16%
56,35,188,2131,0,278,2610,1.34%,7.20%,81.65%,0.00%,10.65%
57,9,56,1094,0,218,1376,0.65%,4.07%,79.51%,0.00%,15.84%
58,41,25,639,29,778,1512,2.71%,1.65%,42.26%,1.92%,51.46%
59,65,98,1322,4,866,2355,2.76%,4.16%,56.14%,0.17%,36.77%
60,3,52,1820,7,71,1953,0.15%,2.66%,93.19%,0.36%,3.64%
61,3,239,1452,0,61,1744,0.17%,13.70%,83.26%,0.00%,3.50%
62,10,66,1508,0,173,1754,0.57%,3.76%,85.97%,0.00%,9.86%
63,76,88,1231,31,1721,3147,2.41%,2.80%,39.12%,0.99%,54.69%
64,34,45,334,32,711,1156,2.94%,3.89%,28.89%,2.77%,61.51%
65,179,754,2041,0,2279,5241,3.42%,14.39%,38.94%,0.00%,43.48%
66,66,150,1886,26,631,2759,2.39%,5.44%,68.36%,0.94%,22.87%
67,631,541,3731,17,2674,7594,8.31%,7.12%,49.13%,0.22%,35.21%
68,8,42,1665,0,207,1921,0.42%,2.19%,86.67%,0.00%,10.78%
69,24,147,2416,7,574,3168,0.76%,4.64%,76.26%,0.22%,18.12%
70,181,404,4100,0,1036,5698,3.18%,7.09%,71.96%,0.00%,18.18%
71,14,106,2486,9,255,2870,0.49%,3.69%,86.62%,0.31%,8.89%
72,34,97,2239,0,442,2799,1.21%,3.47%,79.99%,0.00%,15.79%
73,17,77,2064,0,221,2370,0.72%,3.25%,87.09%,0.00%,9.32%
74,20,70,2651,0,139,2850,0.70%,2.46%,93.02%,0.00%,4.88%
75,19,76,3349,0,158,3578,0.53%,2.12%,93.60%,0.00%,4.42%
76,5,33,1626,3,92,1759,0.28%,1.88%,92.44%,0.17%,5.23%
77,2,10,564,0,39,611,0.33%,1.64%,92.31%,0.00%,6.38%
78,10,351,2041,0,110,2490,0.40%,14.10%,81.97%,0.00%,4.42%
79,6,190,1646,0,180,2018,0.30%,9.42%,81.57%,0.00%,8.92%
80,19,357,2084,0,116,2554,0.74%,13.98%,81.60%,0.00%,4.54%
81,155,94,775,99,3873,4996,3.10%,1.88%,15.51%,1.98%,77.52%
82,17,69,992,10,165,1253,1.36%,5.51%,79.17%,0.80%,13.17%
83,23,114,1632,0,136,1888,1.22%,6.04%,86.44%,0.00%,7.20%
84,19,45,909,9,299,1281,1.48%,3.51%,70.96%,0.70%,23.34%
85,5,25,927,0,65,1010,0.50%,2.48%,91.78%,0.00%,6.44%
