precinct,registered,ballots_cast,blank
7,4022,1764,0
9,3021,1201,1
10,1955,1100,0
11,1090,549,0
12,2662,1390,0
13,2,2,0
14,1191,581,0
15,598,338,0
16,1396,647,0
17,1905,901,2
18,2382,1113,1
19,872,478,0
1A,1279,259,0
1B,1308,374,1
20,346,176,0
21,300,145,1
22,239,118,0
24,607,322,0
25,1307,628,1
27,747,381,0
28,848,444,1
29,391,188,0
2A,1237,385,0
2B,500,142,1
2C,1445,291,0
2D,101,17,0
30,2752,1239,0
3A,1417,596,0
3B,1616,343,0
4A,1116,325,0
4B,1300,648,0
4C,1014,328,0
4D,44,16,0
5A,275,98,0
5B,2,0,0
5C,5011,2397,0
6A,2431,1146,0
6B,2246,1186,0
8A,871,324,0
8B,3401,1504,1
8C,1490,630,0
9A,274,145,0
11A,1831,1049,0
12A,59,40,0
14A,1382,478,0
16A,75,37,0
18A,102,49,0
20A,320,103,0
22A,132,76,0
