precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,10,6,226,23,456,721,1.39%,0.83%,31.35%,3.19%,63.25%
2,10,26,294,28,1094,1452,0.69%,1.79%,20.25%,1.93%,75.34%
3,9,18,895,4,406,1332,0.68%,1.35%,67.19%,0.30%,30.48%
4,10,7,513,26,760,1316,0.76%,0.53%,38.98%,1.98%,57.75%
5,5,2,65,15,241,328,1.52%,0.61%,19.82%,4.57%,73.48%
6,1,0,56,9,203,269,0.37%,0.00%,20.82%,3.35%,75.46%
7,1,1,25,3,35,65,1.54%,1.54%,38.46%,4.62%,53.85%
8,2,2,40,2,86,132,1.52%,1.52%,30.30%,1.52%,65.15%
9,7,19,765,34,610,1435,0.49%,1.32%,53.31%,2.37%,42.51%
10,5,8,273,26,381,693,0.72%,1.15%,39.39%,3.75%,54.98%
11,1,172,979,6,231,1389,0.07%,12.38%,70.48%,0.43%,16.63%
12,0,1,34,9,125,169,0.00%,0.59%,20.12%,5.33%,73.96%
13,2,3,123,31,519,678,0.29%,0.44%,18.14%,4.57%,76.55%
14,3,10,502,20,821,1356,0.22%,0.74%,37.02%,1.47%,60.55%
