precinct,party,candidate,votes
101,,Over Votes,0
101,,Under Votes,7
101,DEM,"Mary ""MJ"" Hegar",30
101,GRN,David B. Collins,0
101,LIB,Kerry Douglas McKennon,1
101,REP,John Cornyn,339
202,,Over Votes,0
202,,Under Votes,7
202,DEM,"Mary ""MJ"" Hegar",23
202,GRN,David B. Collins,2
202,LIB,Kerry Douglas McKennon,6
202,REP,John Cornyn,419
303,,Over Votes,0
303,,Under Votes,3
303,DEM,"Mary ""MJ"" Hegar",10
303,GRN,David B. Collins,0
303,LIB,Kerry Douglas McKennon,3
303,REP,John Cornyn,182
307,,Over Votes,2
307,,Under Votes,2
307,DEM,"Mary ""MJ"" Hegar",13
307,GRN,David B. Collins,0
307,LIB,Kerry Douglas McKennon,0
307,REP,John Cornyn,193
404,,Over Votes,0
404,,Under Votes,2
404,DEM,"Mary ""MJ"" Hegar",0
404,GRN,David B. Collins,0
404,LIB,Kerry Douglas McKennon,0
404,REP,John Cornyn,26
405,,Over Votes,0
405,,Under Votes,2
405,DEM,"Mary ""MJ"" Hegar",19
405,GRN,David B. Collins,0
405,LIB,Kerry Douglas McKennon,2
405,REP,John Cornyn,149
406,,Over Votes,0
406,,Under Votes,3
406,DEM,"Mary ""MJ"" Hegar",20
406,GRN,David B. Collins,1
406,LIB,Kerry Douglas McKennon,2
406,REP,John Cornyn,167
