precinct,party,candidate,votes
101,,Over Votes,1
101,,Under Votes,13
101,DEM,Elizabeth Davis Frizell,31
101,REP,Bert Richardson,332
202,,Over Votes,0
202,,Under Votes,10
202,DEM,Elizabeth Davis Frizell,22
202,REP,Bert Richardson,425
303,,Over Votes,0
303,,Under Votes,6
303,DEM,Elizabeth Davis Frizell,10
303,REP,Bert Richardson,182
307,,Over Votes,2
307,,Under Votes,11
307,DEM,Elizabeth Davis Frizell,13
307,REP,Bert Richardson,184
404,,Over Votes,0
404,,Under Votes,1
404,DEM,Elizabeth Davis Frizell,0
404,REP,Bert Richardson,27
405,,Over Votes,0
405,,Under Votes,3
405,DEM,Elizabeth Davis Frizell,20
405,REP,Bert Richardson,149
406,,Over Votes,0
406,,Under Votes,7
406,DEM,Elizabeth Davis Frizell,21
406,REP,Bert Richardson,165
