precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1A,21,31,317,97,2316,2782,0.75%,1.11%,11.39%,3.49%,83.25%
1B,13,81,954,170,4068,5286,0.25%,1.53%,18.05%,3.22%,76.96%
1C,14,20,316,81,2070,2501,0.56%,0.80%,12.63%,3.24%,82.77%
1D,14,45,215,104,1781,2159,0.65%,2.08%,9.96%,4.82%,82.49%
1E,14,120,201,35,1082,1452,0.96%,8.26%,13.84%,2.41%,74.52%
2A,68,164,515,172,4924,5843,1.16%,2.81%,8.81%,2.94%,84.27%
2B,10,31,189,77,1947,2254,0.44%,1.38%,8.39%,3.42%,86.38%
2C,32,49,317,136,3282,3816,0.84%,1.28%,8.31%,3.56%,86.01%
2D,25,44,314,112,2671,3166,0.79%,1.39%,9.92%,3.54%,84.37%
3A,30,162,183,39,1472,1886,1.59%,8.59%,9.70%,2.07%,78.05%
3B,28,437,469,92,2199,3225,0.87%,13.55%,14.54%,2.85%,68.19%
3C,38,251,984,176,4858,6307,0.60%,3.98%,15.60%,2.79%,77.03%
3D,43,76,311,151,3713,4294,1.00%,1.77%,7.24%,3.52%,86.47%
4A,22,38,216,66,1523,1865,1.18%,2.04%,11.58%,3.54%,81.66%
4B,38,83,421,117,2335,2994,1.27%,2.77%,14.06%,3.91%,77.99%
4C,28,60,311,78,2202,2679,1.05%,2.24%,11.61%,2.91%,82.19%
4D,30,285,629,192,4111,5247,0.57%,5.43%,11.99%,3.66%,78.35%
4E,13,41,209,90,1432,1785,0.73%,2.30%,11.71%,5.04%,80.22%
