precinct,registered,ballots_cast,blank
4,2850,,0
7,2319,,0
14,3211,,0
17,5096,,2
24,1340,,0
27,2688,,0
48,3253,,0
49,2372,,0
52,2530,,0
55,3207,,0
58,2606,,0
67,3184,,1
74,5212,,2
80,3662,,0
83,1794,,0
91,1192,,0
18,2585,,0
19,1819,,1
20,1531,,0
21,974,,0
22,2689,,0
32,2665,,1
35,1277,,2
40,2560,,0
44,3037,,1
50,2008,,0
56,2158,,0
57,315,,0
78,3402,,0
81,2229,,0
92,212,,0
101,1183,,1
30,1184,,0
2,569,,0
3,5064,,0
5,2633,,0
6,1253,,0
8,599,,0
9,3613,,1
10,3131,,1
23,284,,0
25,880,,0
28,2145,,0
29,2035,,0
31,314,,0
33,786,,0
34,1807,,0
36,2326,,0
37,2472,,0
39,1430,,0
41,4504,,1
42,1260,,0
43,1409,,0
45,2352,,0
46,3892,,0
51,1634,,0
53,4599,,0
60,1449,,0
63,1584,,0
64,470,,0
65,2624,,0
66,3006,,0
68,2990,,0
69,3764,,0
70,1367,,0
71,3978,,1
76,3691,,0
77,3271,,0
79,3376,,0
82,2603,,0
84,1894,,0
85,2622,,0
86,1850,,0
87,2274,,0
93,426,,0
94,1380,,0
95,481,,0
96,3234,,0
97,542,,1
99,545,,0
1,1282,,0
11,2285,,0
12,2501,,0
13,759,,0
15,2101,,0
16,768,,0
26,1884,,1
38,668,,0
47,1776,,1
54,4467,,0
59,454,,0
61,2116,,0
62,3289,,0
72,3582,,0
73,3796,,0
75,3670,,0
88,3109,,0
89,1102,,0
90,547,,0
98,5157,,0
100,3681,,0
