precinct,registered,ballots_cast,blank
100,4234,3225,
105,2314,1663,
110,1975,1287,
111,1463,993,
115,3029,1963,
120,2323,1587,
125,2932,2072,
130,3726,2452,
135,1793,1295,
140,1398,974,
200,1916,1121,
205,2022,1272,
210,2001,1501,
215,3805,2773,
220,763,563,
225,1394,995,
230,1612,1202,
235,1173,874,
240,1803,1250,
245,1461,1025,
250,1516,1110,
255,2092,1374,
300,1750,1270,
305,2948,2017,
310,1863,1184,
315,4208,2854,
320,2144,1630,
325,1990,1469,
330,1795,1073,
335,4041,3246,
340,965,813,
345,2307,1644,
350,2711,2016,
400,3402,2535,
405,3503,2742,
410,2258,1676,
415,3675,3063,
420,2314,1815,
425,1481,1157,
430,3076,2319,
435,3125,2396,
440,4104,3236,
445,2102,1647,
450,2670,2049,
