precinct,party,candidate,votes
10,,Over Votes,0
10,,Under Votes,20
10,DEM,Kathy Cheng,195
10,REP,Jane Bland,533
11,,Over Votes,0
11,,Under Votes,20
11,DEM,Kathy Cheng,109
11,REP,Jane Bland,261
12,,Over Votes,0
12,,Under Votes,24
12,DEM,Kathy Cheng,132
12,REP,Jane Bland,756
18,,Over Votes,0
18,,Under Votes,30
18,DEM,Kathy Cheng,175
18,REP,Jane Bland,1182
19,,Over Votes,0
19,,Under Votes,39
19,DEM,Kathy Cheng,129
19,REP,Jane Bland,876
20,,Over Votes,0
20,,Under Votes,24
20,DEM,Kathy Cheng,149
20,REP,Jane Bland,698
21,,Over Votes,0
21,,Under Votes,26
21,DEM,Kathy Cheng,155
21,REP,Jane Bland,792
23,,Over Votes,0
23,,Under Votes,15
23,DEM,Kathy Cheng,64
23,REP,Jane Bland,301
24,,Over Votes,0
24,,Under Votes,19
24,DEM,Kathy Cheng,97
24,REP,Jane Bland,491
25,,Over Votes,0
25,,Under Votes,16
25,DEM,Kathy Cheng,58
25,REP,Jane Bland,500
30,,Over Votes,0
30,,Under Votes,13
30,DEM,Kathy Cheng,57
30,REP,Jane Bland,443
31,,Over Votes,0
31,,Under Votes,19
31,DEM,Kathy Cheng,104
31,REP,Jane Bland,839
32,,Over Votes,0
32,,Under Votes,23
32,DEM,Kathy Cheng,175
32,REP,Jane Bland,978
33,,Over Votes,0
33,,Under Votes,23
33,DEM,Kathy Cheng,193
33,REP,Jane Bland,406
34,,Over Votes,0
34,,Under Votes,21
34,DEM,Kathy Cheng,110
34,REP,Jane Bland,903
35,,Over Votes,0
35,,Under Votes,3
35,DEM,Kathy Cheng,39
35,REP,Jane Bland,58
41,,Over Votes,0
41,,Under Votes,13
41,DEM,Kathy Cheng,56
41,REP,Jane Bland,549
44,,Over Votes,0
44,,Under Votes,33
44,DEM,Kathy Cheng,161
44,REP,Jane Bland,1475
45,,Over Votes,0
45,,Under Votes,23
45,DEM,Kathy Cheng,265
45,REP,Jane Bland,774
46,,Over Votes,0
46,,Under Votes,22
46,DEM,Kathy Cheng,113
46,REP,Jane Bland,361
47,,Over Votes,0
47,,Under Votes,28
47,DEM,Kathy Cheng,161
47,REP,Jane Bland,602
