precinct,party,candidate,votes
1,DEM,Kathy Cheng,93
1,REP,Jane Bland,224
2,DEM,Kathy Cheng,127
2,REP,Jane Bland,173
3N,DEM,Kathy Cheng,34
3N,REP,Jane Bland,81
3S,DEM,Kathy Cheng,38
3S,REP,Jane Bland,72
4,DEM,Kathy Cheng,64
4,REP,Jane Bland,141
