precinct,party,candidate,votes
1,DEM,Chrysta Castaneda,208
1,GRN,"Katija ""Kat"" Gruene",5
1,LIB,Matt Sterett,15
1,REP,"James ""Jim"" Wright",332
11,DEM,Chrysta Castaneda,15
11,GRN,"Katija ""Kat"" Gruene",1
11,LIB,Matt Sterett,0
11,REP,"James ""Jim"" Wright",95
12,DEM,Chrysta Castaneda,10
12,GRN,"Katija ""Kat"" Gruene",0
12,LIB,Matt Sterett,2
12,REP,"James ""Jim"" Wright",48
13,DEM,Chrysta Castaneda,6
13,GRN,"Katija ""Kat"" Gruene",0
13,LIB,Matt Sterett,2
13,REP,"James ""Jim"" Wright",88
17,DEM,Chrysta Castaneda,4
17,GRN,"Katija ""Kat"" Gruene",0
17,LIB,Matt Sterett,1
17,REP,"James ""Jim"" Wright",60
2,DEM,Chrysta Castaneda,188
2,GRN,"Katija ""Kat"" Gruene",6
2,LIB,Matt Sterett,15
2,REP,"James ""Jim"" Wright",373
3,DEM,Chrysta Castaneda,176
3,GRN,"Katija ""Kat"" Gruene",4
3,LIB,Matt Sterett,20
3,REP,"James ""Jim"" Wright",855
4,DEM,Chrysta Castaneda,126
4,GRN,"Katija ""Kat"" Gruene",4
4,LIB,Matt Sterett,9
4,REP,"James ""Jim"" Wright",778
5,DEM,Chrysta Castaneda,7
5,GRN,"Katija ""Kat"" Gruene",0
5,LIB,Matt Sterett,0
5,REP,"James ""Jim"" Wright",97
