precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,20,15,696,23,551,1305,1.53%,1.15%,53.33%,1.76%,42.22%
3,26,44,1521,60,1068,2719,0.96%,1.62%,55.94%,2.21%,39.28%
4,13,27,1576,7,518,2141,0.61%,1.26%,73.61%,0.33%,24.19%
5,13,58,2667,33,627,3398,0.38%,1.71%,78.49%,0.97%,18.45%
6,6,15,432,1,258,712,0.84%,2.11%,60.67%,0.14%,36.24%
7,17,51,2474,30,930,3502,0.49%,1.46%,70.65%,0.86%,26.56%
8,15,8,551,3,323,900,1.67%,0.89%,61.22%,0.33%,35.89%
9,63,85,3840,31,990,5009,1.26%,1.70%,76.66%,0.62%,19.76%
10,12,21,623,36,266,958,1.25%,2.19%,65.03%,3.76%,27.77%
11,29,43,1783,36,898,2789,1.04%,1.54%,63.93%,1.29%,32.20%
12,22,44,1606,8,591,2271,0.97%,1.94%,70.72%,0.35%,26.02%
13,22,41,2313,77,1795,4248,0.52%,0.97%,54.45%,1.81%,42.26%
14,1,1,80,7,170,259,0.39%,0.39%,30.89%,2.70%,65.64%
15,28,73,2919,55,1205,4280,0.65%,1.71%,68.20%,1.29%,28.15%
17,5,34,2645,16,526,3226,0.15%,1.05%,81.99%,0.50%,16.31%
18,13,30,1755,32,673,2503,0.52%,1.20%,70.12%,1.28%,26.89%
19,3,9,344,25,311,692,0.43%,1.30%,49.71%,3.61%,44.94%
20,63,109,2358,74,3092,5696,1.11%,1.91%,41.40%,1.30%,54.28%
21,16,22,586,21,739,1384,1.16%,1.59%,42.34%,1.52%,53.40%
22,9,6,409,30,535,989,0.91%,0.61%,41.35%,3.03%,54.10%
