precinct,registered,ballots_cast,blank
100,600,329,
101,758,383,
102,723,412,
103,2482,1502,
104,608,356,
108,839,367,
111,1267,583,
201,1132,458,
202,1270,589,
203,1381,665,
204,1393,792,
205,321,220,
206,1233,464,
300,837,171,
301,1970,636,
302,1138,469,
303,894,366,
305,594,291,
306,912,311,
400,748,376,
401,978,353,
402,1421,497,
404,1308,484,
405,572,343,
