Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,466,28,491,985,0.4730964467,0.0284263959,0.4984771574,Dem,1
2,420,20,252,692,0.6069364162,0.0289017341,0.3641618497,Rep,2
3,177,33,422,632,0.2800632911,0.0522151899,0.6677215190,Dem,3
4,72,11,165,248,0.2903225806,0.0443548387,0.6653225806,Dem,3
5,99,12,172,283,0.3498233216,0.0424028269,0.6077738516,Dem,2
6,42,9,239,290,0.1448275862,0.0310344828,0.8241379310,Dem,3
7,1028,36,428,1492,0.6890080429,0.0241286863,0.2868632708,Rep,3
8,259,23,560,842,0.3076009501,0.0273159145,0.6650831354,Dem,3
9,830,34,478,1342,0.6184798808,0.0253353204,0.3561847988,Rep,2
10,91,12,174,277,0.3285198556,0.0433212996,0.6281588448,Dem,2
11,23,2,44,69,0.3333333333,0.0289855072,0.6376811594,Dem,3
12,667,23,345,1035,0.6444444444,0.0222222222,0.3333333333,Rep,3
13,184,9,85,278,0.6618705036,0.0323741007,0.3057553957,Rep,3
14,275,20,228,523,0.5258126195,0.0382409178,0.4359464627,Rep,1
15,551,40,726,1317,0.4183750949,0.0303720577,0.5512528474,Dem,2
17,370,36,514,920,0.4021739130,0.0391304348,0.5586956522,Dem,2
19,90,7,94,191,0.4712041885,0.0366492147,0.4921465969,Dem,1
20,30,4,230,264,0.1136363636,0.0151515152,0.8712121212,Dem,3
21,411,23,254,688,0.5973837209,0.0334302326,0.3691860465,Rep,2
22,726,38,402,1166,0.6226415094,0.0325900515,0.3447684391,Rep,2
23,396,27,259,682,0.5806451613,0.0395894428,0.3797653959,Rep,2
24,288,22,298,608,0.4736842105,0.0361842105,0.4901315789,Dem,1
25,109,10,151,270,0.4037037037,0.0370370370,0.5592592593,Dem,2
26,292,24,277,593,0.4924114671,0.0404721754,0.4671163575,Rep,1
27,609,33,429,1071,0.5686274510,0.0308123249,0.4005602241,Rep,2
28,668,26,268,962,0.6943866944,0.0270270270,0.2785862786,Rep,3
29,429,35,373,837,0.5125448029,0.0418160096,0.4456391876,Rep,1
30,630,36,321,987,0.6382978723,0.0364741641,0.3252279635,Rep,3
31,672,15,115,802,0.8379052369,0.0187032419,0.1433915212,Rep,3
32,627,30,193,850,0.7376470588,0.0352941176,0.2270588235,Rep,3
33,1664,30,219,1913,0.8698379509,0.0156821746,0.1144798745,Rep,3
34,221,6,31,258,0.8565891473,0.0232558140,0.1201550388,Rep,3
