precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,25,455,481,66,1897,2924,0.85%,15.56%,16.45%,2.26%,64.88%
2,35,529,355,62,2183,3164,1.11%,16.72%,11.22%,1.96%,68.99%
3,10,260,167,25,1362,1824,0.55%,14.25%,9.16%,1.37%,74.67%
5,4,69,92,23,553,741,0.54%,9.31%,12.42%,3.10%,74.63%
7,2,234,32,16,760,1044,0.19%,22.41%,3.07%,1.53%,72.80%
8,5,35,18,3,274,335,1.49%,10.45%,5.37%,0.90%,81.79%
9,4,126,32,34,691,887,0.45%,14.21%,3.61%,3.83%,77.90%
10,3,119,30,6,252,410,0.73%,29.02%,7.32%,1.46%,61.46%
12,4,35,33,7,447,526,0.76%,6.65%,6.27%,1.33%,84.98%
13,5,55,38,18,274,390,1.28%,14.10%,9.74%,4.62%,70.26%
14,6,33,50,42,549,680,0.88%,4.85%,7.35%,6.18%,80.74%
18,11,219,83,75,2069,2457,0.45%,8.91%,3.38%,3.05%,84.21%
19,4,21,45,24,406,500,0.80%,4.20%,9.00%,4.80%,81.20%
20,6,18,28,27,464,543,1.10%,3.31%,5.16%,4.97%,85.45%
22,0,209,15,19,299,542,0.00%,38.56%,2.77%,3.51%,55.17%
26,0,39,12,4,151,206,0.00%,18.93%,5.83%,1.94%,73.30%
27,24,617,244,4,762,1651,1.45%,37.37%,14.78%,0.24%,46.15%
28,30,429,410,53,2309,3231,0.93%,13.28%,12.69%,1.64%,71.46%
29,0,7,25,8,396,436,0.00%,1.61%,5.73%,1.83%,90.83%
