Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,1047,8,271,1326,0.7895927602,0.0060331825,0.2043740573,Rep,3
2,1223,8,276,1507,0.8115461181,0.0053085601,0.1831453218,Rep,3
3,778,6,173,957,0.8129571578,0.0062695925,0.1807732497,Rep,3
5,322,1,30,353,0.9121813031,0.0028328612,0.0849858357,Rep,3
7,434,5,91,530,0.8188679245,0.0094339623,0.1716981132,Rep,3
8,142,1,28,171,0.8304093567,0.0058479532,0.1637426901,Rep,3
9,413,3,86,502,0.8227091633,0.0059760956,0.1713147410,Rep,3
10,171,0,61,232,0.7370689655,0.0000000000,0.2629310345,Rep,3
12,290,2,10,302,0.9602649007,0.0066225166,0.0331125828,Rep,3
13,166,1,60,227,0.7312775330,0.0044052863,0.2643171806,Rep,3
14,300,3,25,328,0.9146341463,0.0091463415,0.0762195122,Rep,3
18,1251,8,218,1477,0.8469871361,0.0054163846,0.1475964794,Rep,3
19,238,1,13,252,0.9444444444,0.0039682540,0.0515873016,Rep,3
20,247,1,4,252,0.9801587302,0.0039682540,0.0158730159,Rep,3
22,137,2,96,235,0.5829787234,0.0085106383,0.4085106383,Rep,2
26,99,1,33,133,0.7443609023,0.0075187970,0.2481203008,Rep,3
27,382,5,286,673,0.5676077266,0.0074294205,0.4249628529,Rep,2
28,1258,8,214,1480,0.8500000000,0.0054054054,0.1445945946,Rep,3
29,234,2,10,246,0.9512195122,0.0081300813,0.0406504065,Rep,3
