Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,29,0,10,39,0.7435897436,0.0000000000,0.2564102564,Rep,3
2,479,7,43,529,0.9054820416,0.0132325142,0.0812854442,Rep,3
3,682,8,115,805,0.8472049689,0.0099378882,0.1428571429,Rep,3
4,457,4,63,524,0.8721374046,0.0076335878,0.1202290076,Rep,3
5,101,0,12,113,0.8938053097,0.0000000000,0.1061946903,Rep,3
6,510,8,228,746,0.6836461126,0.0107238606,0.3056300268,Rep,3
7,259,6,183,448,0.5781250000,0.0133928571,0.4084821429,Rep,2
8,321,9,265,595,0.5394957983,0.0151260504,0.4453781513,Rep,1
9,1250,20,121,1391,0.8986340762,0.0143781452,0.0869877786,Rep,3
10,1105,13,102,1220,0.9057377049,0.0106557377,0.0836065574,Rep,3
11,264,4,36,304,0.8684210526,0.0131578947,0.1184210526,Rep,3
12,349,4,63,416,0.8389423077,0.0096153846,0.1514423077,Rep,3
13,296,3,70,369,0.8021680217,0.0081300813,0.1897018970,Rep,3
14,1349,25,283,1657,0.8141219071,0.0150875075,0.1707905854,Rep,3
15,1667,19,185,1871,0.8909673971,0.0101549973,0.0988776056,Rep,3
16,187,1,7,195,0.9589743590,0.0051282051,0.0358974359,Rep,3
17,950,16,49,1015,0.9359605911,0.0157635468,0.0482758621,Rep,3
19,1172,18,282,1472,0.7961956522,0.0122282609,0.1915760870,Rep,3
20,362,12,379,753,0.4807436919,0.0159362550,0.5033200531,Dem,1
21,626,20,325,971,0.6446961895,0.0205973223,0.3347064882,Rep,3
