precinct,party,candidate,votes
1001,DEM,"Mary ""MJ"" Hegar",336
1001,GRN,David B. Collins,4
1001,LIB,Kerry Douglas McKennon,11
1001,REP,John Cornyn,905
2002,DEM,"Mary ""MJ"" Hegar",284
2002,GRN,David B. Collins,5
2002,LIB,Kerry Douglas McKennon,16
2002,REP,John Cornyn,1182
3003,DEM,"Mary ""MJ"" Hegar",437
3003,GRN,David B. Collins,6
3003,LIB,Kerry Douglas McKennon,14
3003,REP,John Cornyn,565
4004,DEM,"Mary ""MJ"" Hegar",302
4004,GRN,David B. Collins,7
4004,LIB,Kerry Douglas McKennon,16
4004,REP,John Cornyn,945
