precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1B,1,8,22,20,184,235,0.43%,3.40%,9.36%,8.51%,78.30%
1C,4,12,17,15,364,412,0.97%,2.91%,4.13%,3.64%,88.35%
1D,18,68,43,39,656,824,2.18%,8.25%,5.22%,4.73%,79.61%
1E,3,6,76,63,924,1072,0.28%,0.56%,7.09%,5.88%,86.19%
1F,2,13,35,58,944,1052,0.19%,1.24%,3.33%,5.51%,89.73%
1G,1,10,56,51,686,804,0.12%,1.24%,6.97%,6.34%,85.32%
1H,0,15,55,31,663,764,0.00%,1.96%,7.20%,4.06%,86.78%
1I,3,9,5,21,208,246,1.22%,3.66%,2.03%,8.54%,84.55%
2D,10,112,64,38,705,929,1.08%,12.06%,6.89%,4.09%,75.89%
2E,0,19,40,30,707,796,0.00%,2.39%,5.03%,3.77%,88.82%
2F,3,7,40,17,247,314,0.96%,2.23%,12.74%,5.41%,78.66%
2G,5,94,104,44,712,959,0.52%,9.80%,10.84%,4.59%,74.24%
3D,1,25,49,89,1145,1309,0.08%,1.91%,3.74%,6.80%,87.47%
3E,7,20,74,103,1388,1592,0.44%,1.26%,4.65%,6.47%,87.19%
3F,6,10,130,53,1114,1313,0.46%,0.76%,9.90%,4.04%,84.84%
3G,4,11,15,32,679,741,0.54%,1.48%,2.02%,4.32%,91.63%
3I,6,46,110,129,1669,1960,0.31%,2.35%,5.61%,6.58%,85.15%
4B,8,106,104,195,2117,2530,0.32%,4.19%,4.11%,7.71%,83.68%
4C,1,34,28,48,380,491,0.20%,6.92%,5.70%,9.78%,77.39%
4D,16,67,126,100,1820,2129,0.75%,3.15%,5.92%,4.70%,85.49%
4E,5,14,43,32,963,1057,0.47%,1.32%,4.07%,3.03%,91.11%
4F,49,226,158,137,2037,2607,1.88%,8.67%,6.06%,5.26%,78.14%
4G,87,114,191,156,1761,2309,3.77%,4.94%,8.27%,6.76%,76.27%
1A3B,18,399,255,39,1003,1714,1.05%,23.28%,14.88%,2.28%,58.52%
1A5A,64,914,442,109,1749,3278,1.95%,27.88%,13.48%,3.33%,53.36%
1E7C,33,125,112,59,1323,1652,2.00%,7.57%,6.78%,3.57%,80.08%
2A1A,9,913,296,52,742,2012,0.45%,45.38%,14.71%,2.58%,36.88%
2B2A,24,1391,447,120,1156,3138,0.76%,44.33%,14.24%,3.82%,36.84%
2C3A,25,796,540,140,1702,3203,0.78%,24.85%,16.86%,4.37%,53.14%
3C7G,85,1036,417,229,2910,4677,1.82%,22.15%,8.92%,4.90%,62.22%
3H3C,19,341,152,58,1124,1694,1.12%,20.13%,8.97%,3.42%,66.35%
4A6E,128,349,166,60,1572,2275,5.63%,15.34%,7.30%,2.64%,69.10%
