precinct,party,candidate,votes
1A,,Over Votes,1
1A,,Ricardo Turullois Bonilla (W),0
1A,,Under Votes,20
1A,DEM,"Mary ""MJ"" Hegar",187
1A,GRN,David B. Collins,3
1A,LIB,Kerry Douglas McKennon,6
1A,REP,John Cornyn,912
1B,,Over Votes,0
1B,,Ricardo Turullois Bonilla (W),0
1B,,Under Votes,31
1B,DEM,"Mary ""MJ"" Hegar",197
1B,GRN,David B. Collins,6
1B,LIB,Kerry Douglas McKennon,19
1B,REP,John Cornyn,1026
1C,,Over Votes,0
1C,,Ricardo Turullois Bonilla (W),0
1C,,Under Votes,46
1C,DEM,"Mary ""MJ"" Hegar",647
1C,GRN,David B. Collins,10
1C,LIB,Kerry Douglas McKennon,29
1C,REP,John Cornyn,1640
1D,,Over Votes,0
1D,,Ricardo Turullois Bonilla (W),0
1D,,Under Votes,46
1D,DEM,"Mary ""MJ"" Hegar",406
1D,GRN,David B. Collins,8
1D,LIB,Kerry Douglas McKennon,20
1D,REP,John Cornyn,1339
2A,,Over Votes,0
2A,,Ricardo Turullois Bonilla (W),0
2A,,Under Votes,35
2A,DEM,"Mary ""MJ"" Hegar",778
2A,GRN,David B. Collins,8
2A,LIB,Kerry Douglas McKennon,51
2A,REP,John Cornyn,1150
2B,,Over Votes,1
2B,,Ricardo Turullois Bonilla (W),0
2B,,Under Votes,41
2B,DEM,"Mary ""MJ"" Hegar",505
2B,GRN,David B. Collins,7
2B,LIB,Kerry Douglas McKennon,20
2B,REP,John Cornyn,1775
2C,,Over Votes,0
2C,,Ricardo Turullois Bonilla (W),0
2C,,Under Votes,50
2C,DEM,"Mary ""MJ"" Hegar",686
2C,GRN,David B. Collins,12
2C,LIB,Kerry Douglas McKennon,38
2C,REP,John Cornyn,2056
3A,,Over Votes,0
3A,,Ricardo Turullois Bonilla (W),0
3A,,Under Votes,16
3A,DEM,"Mary ""MJ"" Hegar",189
3A,GRN,David B. Collins,2
3A,LIB,Kerry Douglas McKennon,8
3A,REP,John Cornyn,552
3B,,Over Votes,0
3B,,Ricardo Turullois Bonilla (W),0
3B,,Under Votes,16
3B,DEM,"Mary ""MJ"" Hegar",80
3B,GRN,David B. Collins,1
3B,LIB,Kerry Douglas McKennon,5
3B,REP,John Cornyn,330
3C,,Over Votes,1
3C,,Ricardo Turullois Bonilla (W),1
3C,,Under Votes,41
3C,DEM,"Mary ""MJ"" Hegar",539
3C,GRN,David B. Collins,6
3C,LIB,Kerry Douglas McKennon,31
3C,REP,John Cornyn,1108
3D,,Over Votes,0
3D,,Ricardo Turullois Bonilla (W),0
3D,,Under Votes,68
3D,DEM,"Mary ""MJ"" Hegar",621
3D,GRN,David B. Collins,9
3D,LIB,Kerry Douglas McKennon,20
3D,REP,John Cornyn,522
4A,,Over Votes,0
4A,,Ricardo Turullois Bonilla (W),0
4A,,Under Votes,33
4A,DEM,"Mary ""MJ"" Hegar",269
4A,GRN,David B. Collins,2
4A,LIB,Kerry Douglas McKennon,12
4A,REP,John Cornyn,889
4B,,Over Votes,0
4B,,Ricardo Turullois Bonilla (W),0
4B,,Under Votes,70
4B,DEM,"Mary ""MJ"" Hegar",696
4B,GRN,David B. Collins,17
4B,LIB,Kerry Douglas McKennon,36
4B,REP,John Cornyn,1704
4C,,Over Votes,0
4C,,Ricardo Turullois Bonilla (W),1
4C,,Under Votes,36
4C,DEM,"Mary ""MJ"" Hegar",407
4C,GRN,David B. Collins,5
4C,LIB,Kerry Douglas McKennon,18
4C,REP,John Cornyn,591
