precinct,registered,ballots_cast,blank
17,840,436,0
9,1405,699,0
23,1309,801,0
24,883,528,0
8,365,141,0
1,1834,828,0
10,592,278,0
15,923,532,0
22,1043,660,0
18,2139,1091,2
7,1349,391,0
13,1839,788,0
11,1278,674,0
3,1229,658,0
5,286,173,0
2,2688,1317,0
21,1875,947,0
6,1460,576,0
4,1591,884,0
16,912,530,0
19,2321,1012,1
20,1173,568,1
