precinct,party,candidate,votes
1,DEM,"Mary ""Mj"" Hegar",77
1,GRN,David B. Collins,1
1,LIB,Kerry Douglas Mckennon,8
1,REP,John Cornyn,442
2,DEM,"Mary ""Mj"" Hegar",83
2,GRN,David B. Collins,3
2,LIB,Kerry Douglas Mckennon,7
2,REP,John Cornyn,506
3,DEM,"Mary ""Mj"" Hegar",65
3,GRN,David B. Collins,2
3,LIB,Kerry Douglas Mckennon,1
3,REP,John Cornyn,256
4,DEM,"Mary ""Mj"" Hegar",21
4,GRN,David B. Collins,0
4,LIB,Kerry Douglas Mckennon,0
4,REP,John Cornyn,224
6,DEM,"Mary ""Mj"" Hegar",40
6,GRN,David B. Collins,2
6,LIB,Kerry Douglas Mckennon,3
6,REP,John Cornyn,198
