precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,7,12,80,27,645,771,0.91%,1.56%,10.38%,3.50%,83.66%
2,0,0,0,0,16,16,0.00%,0.00%,0.00%,0.00%,100.00%
3,4,3,85,49,985,1126,0.36%,0.27%,7.55%,4.35%,87.48%
4,5,4,63,7,575,654,0.76%,0.61%,9.63%,1.07%,87.92%
5,5,10,196,12,410,633,0.79%,1.58%,30.96%,1.90%,64.77%
6,17,7,76,35,1000,1135,1.50%,0.62%,6.70%,3.08%,88.11%
7,7,7,141,38,755,948,0.74%,0.74%,14.87%,4.01%,79.64%
8,21,18,218,73,1836,2166,0.97%,0.83%,10.06%,3.37%,84.76%
9,4,1,15,4,370,394,1.02%,0.25%,3.81%,1.02%,93.91%
11,3,8,89,15,436,551,0.54%,1.45%,16.15%,2.72%,79.13%
12,6,11,93,15,450,575,1.04%,1.91%,16.17%,2.61%,78.26%
13,8,23,113,45,769,958,0.84%,2.40%,11.80%,4.70%,80.27%
14,5,3,52,5,214,279,1.79%,1.08%,18.64%,1.79%,76.70%
15,11,14,102,52,964,1143,0.96%,1.22%,8.92%,4.55%,84.34%
16,4,2,23,28,431,488,0.82%,0.41%,4.71%,5.74%,88.32%
17,9,107,645,29,702,1492,0.60%,7.17%,43.23%,1.94%,47.05%
18,2,1,23,11,236,273,0.73%,0.37%,8.42%,4.03%,86.45%
20,3,2,5,8,217,235,1.28%,0.85%,2.13%,3.40%,92.34%
21,19,65,280,21,855,1240,1.53%,5.24%,22.58%,1.69%,68.95%
22,8,15,194,61,1104,1382,0.58%,1.09%,14.04%,4.41%,79.88%
23,105,121,625,68,1995,2914,3.60%,4.15%,21.45%,2.33%,68.46%
24,10,15,72,5,213,315,3.17%,4.76%,22.86%,1.59%,67.62%
25,3,16,45,7,161,232,1.29%,6.90%,19.40%,3.02%,69.40%
26,9,24,65,6,183,287,3.14%,8.36%,22.65%,2.09%,63.76%
27,27,80,443,69,2097,2716,0.99%,2.95%,16.31%,2.54%,77.21%
28,2,66,664,67,1291,2090,0.10%,3.16%,31.77%,3.21%,61.77%
29,21,83,654,28,1224,2010,1.04%,4.13%,32.54%,1.39%,60.90%
30,20,139,553,30,644,1386,1.44%,10.03%,39.90%,2.16%,46.46%
