Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,333,4,71,408,0.8161764706,0.0098039216,0.1740196078,Rep,3
2,14,0,1,15,0.9333333333,0.0000000000,0.0666666667,Rep,3
3,602,4,89,695,0.8661870504,0.0057553957,0.1280575540,Rep,3
4,273,5,29,307,0.8892508143,0.0162866450,0.0944625407,Rep,3
5,267,3,62,332,0.8042168675,0.0090361446,0.1867469880,Rep,3
6,588,9,139,736,0.7989130435,0.0122282609,0.1888586957,Rep,3
7,356,3,39,398,0.8944723618,0.0075376884,0.0979899497,Rep,3
8,1123,10,131,1264,0.8884493671,0.0079113924,0.1036392405,Rep,3
9,268,2,39,309,0.8673139159,0.0064724919,0.1262135922,Rep,3
11,207,2,28,237,0.8734177215,0.0084388186,0.1181434599,Rep,3
12,257,4,51,312,0.8237179487,0.0128205128,0.1634615385,Rep,3
13,397,4,80,481,0.8253638254,0.0083160083,0.1663201663,Rep,3
14,91,0,13,104,0.8750000000,0.0000000000,0.1250000000,Rep,3
15,577,2,68,647,0.8918083462,0.0030911901,0.1051004637,Rep,3
16,299,4,34,337,0.8872403561,0.0118694362,0.1008902077,Rep,3
17,245,4,98,347,0.7060518732,0.0115273775,0.2824207493,Rep,3
18,111,1,18,130,0.8538461538,0.0076923077,0.1384615385,Rep,3
20,150,2,12,164,0.9146341463,0.0121951220,0.0731707317,Rep,3
21,451,4,108,563,0.8010657194,0.0071047957,0.1918294849,Rep,3
22,600,8,69,677,0.8862629247,0.0118168390,0.1019202363,Rep,3
23,697,12,215,924,0.7543290043,0.0129870130,0.2326839827,Rep,3
24,77,1,17,95,0.8105263158,0.0105263158,0.1789473684,Rep,3
25,70,1,19,90,0.7777777778,0.0111111111,0.2111111111,Rep,3
26,37,0,12,49,0.7551020408,0.0000000000,0.2448979592,Rep,3
27,864,15,215,1094,0.7897623400,0.0137111517,0.1965265082,Rep,3
28,374,7,98,479,0.7807933194,0.0146137787,0.2045929019,Rep,3
29,462,8,152,622,0.7427652733,0.0128617363,0.2443729904,Rep,3
30,234,5,126,365,0.6410958904,0.0136986301,0.3452054795,Rep,2
