precinct,party,candidate,votes
101,,Jerry F. Morales,0
101,,Lori Blong,0
101,,Over Votes,0
101,,Robert Allen Dickson,0
101,,Under Votes,0
102,,Jerry F. Morales,464
102,,Lori Blong,561
102,,Over Votes,0
102,,Robert Allen Dickson,85
102,,Under Votes,62
103,,Jerry F. Morales,703
103,,Lori Blong,721
103,,Over Votes,0
103,,Robert Allen Dickson,91
103,,Under Votes,74
104,,Jerry F. Morales,117
104,,Lori Blong,95
104,,Over Votes,0
104,,Robert Allen Dickson,21
104,,Under Votes,12
105,,Jerry F. Morales,323
105,,Lori Blong,209
105,,Over Votes,0
105,,Robert Allen Dickson,40
105,,Under Votes,18
106,,Jerry F. Morales,627
106,,Lori Blong,543
106,,Over Votes,0
106,,Robert Allen Dickson,67
106,,Under Votes,70
107,,Jerry F. Morales,608
107,,Lori Blong,635
107,,Over Votes,0
107,,Robert Allen Dickson,55
107,,Under Votes,69
108,,Jerry F. Morales,0
108,,Lori Blong,0
108,,Over Votes,0
108,,Robert Allen Dickson,0
108,,Under Votes,0
109,,Jerry F. Morales,116
109,,Lori Blong,83
109,,Over Votes,0
109,,Robert Allen Dickson,22
109,,Under Votes,13
110,,Jerry F. Morales,752
110,,Lori Blong,1012
110,,Over Votes,0
110,,Robert Allen Dickson,51
110,,Under Votes,71
204,,Jerry F. Morales,850
204,,Lori Blong,1245
204,,Over Votes,0
204,,Robert Allen Dickson,50
204,,Under Votes,57
205,,Jerry F. Morales,349
205,,Lori Blong,663
205,,Over Votes,0
205,,Robert Allen Dickson,18
205,,Under Votes,27
206,,Jerry F. Morales,464
206,,Lori Blong,476
206,,Over Votes,0
206,,Robert Allen Dickson,35
206,,Under Votes,20
207,,Jerry F. Morales,651
207,,Lori Blong,747
207,,Over Votes,0
207,,Robert Allen Dickson,39
207,,Under Votes,39
208,,Jerry F. Morales,142
208,,Lori Blong,121
208,,Over Votes,1
208,,Robert Allen Dickson,18
208,,Under Votes,11
210,,Jerry F. Morales,298
210,,Lori Blong,332
210,,Over Votes,0
210,,Robert Allen Dickson,31
210,,Under Votes,29
211,,Jerry F. Morales,649
211,,Lori Blong,814
211,,Over Votes,0
211,,Robert Allen Dickson,96
211,,Under Votes,103
303,,Jerry F. Morales,50
303,,Lori Blong,35
303,,Over Votes,0
303,,Robert Allen Dickson,5
303,,Under Votes,5
304,,Jerry F. Morales,186
304,,Lori Blong,104
304,,Over Votes,0
304,,Robert Allen Dickson,18
304,,Under Votes,12
305,,Jerry F. Morales,172
305,,Lori Blong,60
305,,Over Votes,0
305,,Robert Allen Dickson,22
305,,Under Votes,18
306,,Jerry F. Morales,443
306,,Lori Blong,235
306,,Over Votes,0
306,,Robert Allen Dickson,42
306,,Under Votes,40
307,,Jerry F. Morales,429
307,,Lori Blong,416
307,,Over Votes,0
307,,Robert Allen Dickson,47
307,,Under Votes,32
308,,Jerry F. Morales,586
308,,Lori Blong,318
308,,Over Votes,0
308,,Robert Allen Dickson,47
308,,Under Votes,53
309,,Jerry F. Morales,29
309,,Lori Blong,30
309,,Over Votes,0
309,,Robert Allen Dickson,4
309,,Under Votes,4
310,,Jerry F. Morales,80
310,,Lori Blong,67
310,,Over Votes,0
310,,Robert Allen Dickson,8
310,,Under Votes,6
401,,Jerry F. Morales,9
401,,Lori Blong,12
401,,Over Votes,0
401,,Robert Allen Dickson,1
401,,Under Votes,2
402,,Jerry F. Morales,261
402,,Lori Blong,298
402,,Over Votes,0
402,,Robert Allen Dickson,30
402,,Under Votes,18
403,,Jerry F. Morales,763
403,,Lori Blong,917
403,,Over Votes,0
403,,Robert Allen Dickson,63
403,,Under Votes,62
404,,Jerry F. Morales,582
404,,Lori Blong,716
404,,Over Votes,0
404,,Robert Allen Dickson,58
404,,Under Votes,42
405,,Jerry F. Morales,581
405,,Lori Blong,596
405,,Over Votes,0
405,,Robert Allen Dickson,44
405,,Under Votes,45
407,,Jerry F. Morales,477
407,,Lori Blong,618
407,,Over Votes,0
407,,Robert Allen Dickson,45
407,,Under Votes,53
408,,Jerry F. Morales,599
408,,Lori Blong,996
408,,Over Votes,0
408,,Robert Allen Dickson,30
408,,Under Votes,41
409,,Jerry F. Morales,482
409,,Lori Blong,576
409,,Over Votes,0
409,,Robert Allen Dickson,67
409,,Under Votes,44
410,,Jerry F. Morales,378
410,,Lori Blong,653
410,,Over Votes,0
410,,Robert Allen Dickson,27
410,,Under Votes,46
411,,Jerry F. Morales,684
411,,Lori Blong,1113
411,,Over Votes,0
411,,Robert Allen Dickson,52
411,,Under Votes,60
