precinct,party,candidate,votes
1A3B,DEM,Amy Clark Meachum,129
1A3B,LIB,Mark Ash,10
1A3B,REP,Nathan Hecht,447
1A5A,DEM,Amy Clark Meachum,334
1A5A,LIB,Mark Ash,18
1A5A,REP,Nathan Hecht,465
1B,DEM,Amy Clark Meachum,11
1B,LIB,Mark Ash,2
1B,REP,Nathan Hecht,140
1C,DEM,Amy Clark Meachum,29
1C,LIB,Mark Ash,7
1C,REP,Nathan Hecht,233
1D,DEM,Amy Clark Meachum,79
1D,LIB,Mark Ash,6
1D,REP,Nathan Hecht,275
1E,DEM,Amy Clark Meachum,77
1E,LIB,Mark Ash,12
1E,REP,Nathan Hecht,467
1E7C,DEM,Amy Clark Meachum,145
1E7C,LIB,Mark Ash,12
1E7C,REP,Nathan Hecht,502
1F,DEM,Amy Clark Meachum,48
1F,LIB,Mark Ash,7
1F,REP,Nathan Hecht,504
1G,DEM,Amy Clark Meachum,33
1G,LIB,Mark Ash,4
1G,REP,Nathan Hecht,345
1H,DEM,Amy Clark Meachum,39
1H,LIB,Mark Ash,5
1H,REP,Nathan Hecht,409
1I,DEM,Amy Clark Meachum,7
1I,LIB,Mark Ash,1
1I,REP,Nathan Hecht,83
2A1A,DEM,Amy Clark Meachum,415
2A1A,LIB,Mark Ash,6
2A1A,REP,Nathan Hecht,192
2B2A,DEM,Amy Clark Meachum,358
2B2A,LIB,Mark Ash,17
2B2A,REP,Nathan Hecht,363
2C3A,DEM,Amy Clark Meachum,381
2C3A,LIB,Mark Ash,18
2C3A,REP,Nathan Hecht,385
2D,DEM,Amy Clark Meachum,84
2D,LIB,Mark Ash,7
2D,REP,Nathan Hecht,346
2E,DEM,Amy Clark Meachum,59
2E,LIB,Mark Ash,8
2E,REP,Nathan Hecht,355
2F,DEM,Amy Clark Meachum,16
2F,LIB,Mark Ash,3
2F,REP,Nathan Hecht,135
2G,DEM,Amy Clark Meachum,73
2G,LIB,Mark Ash,14
2G,REP,Nathan Hecht,394
3C7G,DEM,Amy Clark Meachum,553
3C7G,LIB,Mark Ash,46
3C7G,REP,Nathan Hecht,1232
3D,DEM,Amy Clark Meachum,57
3D,LIB,Mark Ash,3
3D,REP,Nathan Hecht,517
3E,DEM,Amy Clark Meachum,63
3E,LIB,Mark Ash,18
3E,REP,Nathan Hecht,814
3F,DEM,Amy Clark Meachum,43
3F,LIB,Mark Ash,4
3F,REP,Nathan Hecht,383
3G,DEM,Amy Clark Meachum,51
3G,LIB,Mark Ash,9
3G,REP,Nathan Hecht,346
3H3C,DEM,Amy Clark Meachum,128
3H3C,LIB,Mark Ash,4
3H3C,REP,Nathan Hecht,343
3I,DEM,Amy Clark Meachum,109
3I,LIB,Mark Ash,18
3I,REP,Nathan Hecht,817
4A6E,DEM,Amy Clark Meachum,257
4A6E,LIB,Mark Ash,14
4A6E,REP,Nathan Hecht,707
4B,DEM,Amy Clark Meachum,137
4B,LIB,Mark Ash,16
4B,REP,Nathan Hecht,866
4C,DEM,Amy Clark Meachum,35
4C,LIB,Mark Ash,5
4C,REP,Nathan Hecht,285
4D,DEM,Amy Clark Meachum,73
4D,LIB,Mark Ash,14
4D,REP,Nathan Hecht,881
4E,DEM,Amy Clark Meachum,79
4E,LIB,Mark Ash,11
4E,REP,Nathan Hecht,637
4F,DEM,Amy Clark Meachum,158
4F,LIB,Mark Ash,22
4F,REP,Nathan Hecht,1073
4G,DEM,Amy Clark Meachum,184
4G,LIB,Mark Ash,23
4G,REP,Nathan Hecht,1171
