precinct,party,candidate,votes
101,,Over Votes,0
101,,Under Votes,30
101,DEM,Martha M. Gutierrez,666
101,REP,Ryan Guillen,1351
102,,Over Votes,0
102,,Under Votes,54
102,DEM,Martha M. Gutierrez,473
102,REP,Ryan Guillen,401
103,,Over Votes,0
103,,Under Votes,30
103,DEM,Martha M. Gutierrez,316
103,REP,Ryan Guillen,603
104,,Over Votes,0
104,,Under Votes,18
104,DEM,Martha M. Gutierrez,167
104,REP,Ryan Guillen,528
205,,Over Votes,0
205,,Under Votes,58
205,DEM,Martha M. Gutierrez,255
205,REP,Ryan Guillen,1413
206,,Over Votes,0
206,,Under Votes,30
206,DEM,Martha M. Gutierrez,407
206,REP,Ryan Guillen,772
207,,Over Votes,0
207,,Under Votes,53
207,DEM,Martha M. Gutierrez,461
207,REP,Ryan Guillen,1342
311,,Over Votes,0
311,,Under Votes,33
311,DEM,Martha M. Gutierrez,203
311,REP,Ryan Guillen,1326
312,,Over Votes,0
312,,Under Votes,43
312,DEM,Martha M. Gutierrez,212
312,REP,Ryan Guillen,1382
313,,Over Votes,0
313,,Under Votes,48
313,DEM,Martha M. Gutierrez,299
313,REP,Ryan Guillen,1694
414,,Over Votes,0
414,,Under Votes,43
414,DEM,Martha M. Gutierrez,221
414,REP,Ryan Guillen,1298
415,,Over Votes,0
415,,Under Votes,48
415,DEM,Martha M. Gutierrez,422
415,REP,Ryan Guillen,1668
416,,Over Votes,0
416,,Under Votes,21
416,DEM,Martha M. Gutierrez,224
416,REP,Ryan Guillen,1008
