precinct,party,candidate,votes
1-1,,Write-in,0
1-1,DEM,Joseph R Biden,341
1-1,GRN,Howie Hawkins,5
1-1,LIB,Jo Jorgensen,15
1-1,REP,Donald J Trump,1866
1-2,,Write-in,2
1-2,DEM,Joseph R Biden,259
1-2,GRN,Howie Hawkins,4
1-2,LIB,Jo Jorgensen,7
1-2,REP,Donald J Trump,1687
1-3,,Write-in,1
1-3,DEM,Joseph R Biden,220
1-3,GRN,Howie Hawkins,2
1-3,LIB,Jo Jorgensen,12
1-3,REP,Donald J Trump,1423
1-4,,Write-in,0
1-4,DEM,Joseph R Biden,45
1-4,GRN,Howie Hawkins,0
1-4,LIB,Jo Jorgensen,3
1-4,REP,Donald J Trump,506
2-1,,Write-in,0
2-1,DEM,Joseph R Biden,35
2-1,GRN,Howie Hawkins,1
2-1,LIB,Jo Jorgensen,2
2-1,REP,Donald J Trump,310
2-2,,Write-in,0
2-2,DEM,Joseph R Biden,424
2-2,GRN,Howie Hawkins,4
2-2,LIB,Jo Jorgensen,33
2-2,REP,Donald J Trump,2260
2-3,,Write-in,1
2-3,DEM,Joseph R Biden,452
2-3,GRN,Howie Hawkins,3
2-3,LIB,Jo Jorgensen,16
2-3,REP,Donald J Trump,1733
3-1,,Write-in,0
3-1,DEM,Joseph R Biden,128
3-1,GRN,Howie Hawkins,4
3-1,LIB,Jo Jorgensen,5
3-1,REP,Donald J Trump,771
3-2,,Write-in,1
3-2,DEM,Joseph R Biden,431
3-2,GRN,Howie Hawkins,5
3-2,LIB,Jo Jorgensen,5
3-2,REP,Donald J Trump,2064
3-3,,Write-in,0
3-3,DEM,Joseph R Biden,446
3-3,GRN,Howie Hawkins,6
3-3,LIB,Jo Jorgensen,31
3-3,REP,Donald J Trump,1983
4-1,,Write-in,0
4-1,DEM,Joseph R Biden,69
4-1,GRN,Howie Hawkins,0
4-1,LIB,Jo Jorgensen,2
4-1,REP,Donald J Trump,518
4-2,,Write-in,1
4-2,DEM,Joseph R Biden,267
4-2,GRN,Howie Hawkins,2
4-2,LIB,Jo Jorgensen,14
4-2,REP,Donald J Trump,1648
4-3,,Write-in,0
4-3,DEM,Joseph R Biden,337
4-3,GRN,Howie Hawkins,3
4-3,LIB,Jo Jorgensen,26
4-3,REP,Donald J Trump,1851
4-4,,Write-in,0
4-4,DEM,Joseph R Biden,55
4-4,GRN,Howie Hawkins,1
4-4,LIB,Jo Jorgensen,4
4-4,REP,Donald J Trump,429
