precinct,party,candidate,votes
11,,Jim Squires,1
11,,Rejected write-ins,0
11,,Unassigned write-ins,0
11,DEM,Jamie Kaye Jordan,698
11,LIB,Joseph LeBlanc,52
11,REP,Troy E. Nehls,1056
12,,Jim Squires,2
12,,Rejected write-ins,0
12,,Unassigned write-ins,0
12,DEM,Jamie Kaye Jordan,609
12,LIB,Joseph LeBlanc,46
12,REP,Troy E. Nehls,1063
13,,Jim Squires,1
13,,Rejected write-ins,0
13,,Unassigned write-ins,0
13,DEM,Jamie Kaye Jordan,889
13,LIB,Joseph LeBlanc,79
13,REP,Troy E. Nehls,1340
16,,Jim Squires,1
16,,Rejected write-ins,0
16,,Unassigned write-ins,0
16,DEM,Jamie Kaye Jordan,173
16,LIB,Joseph LeBlanc,28
16,REP,Troy E. Nehls,582
18,,Jim Squires,0
18,,Rejected write-ins,1
18,,Unassigned write-ins,0
18,DEM,Jamie Kaye Jordan,721
18,LIB,Joseph LeBlanc,64
18,REP,Troy E. Nehls,1810
21,,Jim Squires,1
21,,Rejected write-ins,1
21,,Unassigned write-ins,0
21,DEM,Jamie Kaye Jordan,1431
21,LIB,Joseph LeBlanc,66
21,REP,Troy E. Nehls,679
26,,Jim Squires,0
26,,Rejected write-ins,0
26,,Unassigned write-ins,0
26,DEM,Jamie Kaye Jordan,834
26,LIB,Joseph LeBlanc,52
26,REP,Troy E. Nehls,1050
27,,Jim Squires,2
27,,Rejected write-ins,0
27,,Unassigned write-ins,0
27,DEM,Jamie Kaye Jordan,644
27,LIB,Joseph LeBlanc,28
27,REP,Troy E. Nehls,774
28,,Jim Squires,1
28,,Rejected write-ins,1
28,,Unassigned write-ins,0
28,DEM,Jamie Kaye Jordan,788
28,LIB,Joseph LeBlanc,55
28,REP,Troy E. Nehls,1214
3,,Jim Squires,1
3,,Rejected write-ins,0
3,,Unassigned write-ins,0
3,DEM,Jamie Kaye Jordan,463
3,LIB,Joseph LeBlanc,65
3,REP,Troy E. Nehls,1481
34,,Jim Squires,0
34,,Rejected write-ins,0
34,,Unassigned write-ins,0
34,DEM,Jamie Kaye Jordan,535
34,LIB,Joseph LeBlanc,36
34,REP,Troy E. Nehls,2124
36,,Jim Squires,0
36,,Rejected write-ins,2
36,,Unassigned write-ins,0
36,DEM,Jamie Kaye Jordan,152
36,LIB,Joseph LeBlanc,12
36,REP,Troy E. Nehls,386
37,,Jim Squires,1
37,,Rejected write-ins,1
37,,Unassigned write-ins,0
37,DEM,Jamie Kaye Jordan,718
37,LIB,Joseph LeBlanc,60
37,REP,Troy E. Nehls,1163
39,,Jim Squires,0
39,,Rejected write-ins,1
39,,Unassigned write-ins,0
39,DEM,Jamie Kaye Jordan,396
39,LIB,Joseph LeBlanc,33
39,REP,Troy E. Nehls,1016
40,,Jim Squires,1
40,,Rejected write-ins,0
40,,Unassigned write-ins,0
40,DEM,Jamie Kaye Jordan,211
40,LIB,Joseph LeBlanc,35
40,REP,Troy E. Nehls,906
46,,Jim Squires,3
46,,Rejected write-ins,2
46,,Unassigned write-ins,0
46,DEM,Jamie Kaye Jordan,765
46,LIB,Joseph LeBlanc,72
46,REP,Troy E. Nehls,1572
47,,Jim Squires,3
47,,Rejected write-ins,1
47,,Unassigned write-ins,0
47,DEM,Jamie Kaye Jordan,491
47,LIB,Joseph LeBlanc,45
47,REP,Troy E. Nehls,800
51,,Jim Squires,0
51,,Rejected write-ins,0
51,,Unassigned write-ins,0
51,DEM,Jamie Kaye Jordan,462
51,LIB,Joseph LeBlanc,32
51,REP,Troy E. Nehls,1407
52,,Jim Squires,1
52,,Rejected write-ins,0
52,,Unassigned write-ins,0
52,DEM,Jamie Kaye Jordan,438
52,LIB,Joseph LeBlanc,55
52,REP,Troy E. Nehls,1093
54,,Jim Squires,3
54,,Rejected write-ins,0
54,,Unassigned write-ins,0
54,DEM,Jamie Kaye Jordan,962
54,LIB,Joseph LeBlanc,49
54,REP,Troy E. Nehls,548
61,,Jim Squires,0
61,,Rejected write-ins,0
61,,Unassigned write-ins,0
61,DEM,Jamie Kaye Jordan,93
61,LIB,Joseph LeBlanc,17
61,REP,Troy E. Nehls,404
64,,Jim Squires,0
64,,Rejected write-ins,0
64,,Unassigned write-ins,0
64,DEM,Jamie Kaye Jordan,4
64,LIB,Joseph LeBlanc,0
64,REP,Troy E. Nehls,12
65,,Jim Squires,0
65,,Rejected write-ins,0
65,,Unassigned write-ins,0
65,DEM,Jamie Kaye Jordan,831
65,LIB,Joseph LeBlanc,56
65,REP,Troy E. Nehls,1104
73,,Jim Squires,2
73,,Rejected write-ins,0
73,,Unassigned write-ins,0
73,DEM,Jamie Kaye Jordan,518
73,LIB,Joseph LeBlanc,19
73,REP,Troy E. Nehls,304
77,,Jim Squires,2
77,,Rejected write-ins,1
77,,Unassigned write-ins,0
77,DEM,Jamie Kaye Jordan,448
77,LIB,Joseph LeBlanc,42
77,REP,Troy E. Nehls,1130
78,,Jim Squires,0
78,,Rejected write-ins,2
78,,Unassigned write-ins,0
78,DEM,Jamie Kaye Jordan,323
78,LIB,Joseph LeBlanc,21
78,REP,Troy E. Nehls,571
