precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,83,657,2635,119,2882,6376,1.30%,10.30%,41.33%,1.87%,45.20%
2,21,102,1023,68,1635,2849,0.74%,3.58%,35.91%,2.39%,57.39%
3,99,473,747,103,2439,3861,2.56%,12.25%,19.35%,2.67%,63.17%
4,43,258,419,64,2291,3075,1.40%,8.39%,13.63%,2.08%,74.50%
5,36,1959,1140,1,991,4127,0.87%,47.47%,27.62%,0.02%,24.01%
6,26,119,683,120,2427,3375,0.77%,3.53%,20.24%,3.56%,71.91%
7,279,1219,1055,67,2480,5100,5.47%,23.90%,20.69%,1.31%,48.63%
8,84,671,1723,81,1829,4388,1.91%,15.29%,39.27%,1.85%,41.68%
9,26,268,609,119,1792,2814,0.92%,9.52%,21.64%,4.23%,63.68%
10,34,158,601,172,2958,3923,0.87%,4.03%,15.32%,4.38%,75.40%
11,66,471,692,92,2193,3514,1.88%,13.40%,19.69%,2.62%,62.41%
12,16,106,669,126,2513,3430,0.47%,3.09%,19.50%,3.67%,73.27%
13,283,1883,1518,96,3369,7149,3.96%,26.34%,21.23%,1.34%,47.13%
14,357,1656,1289,73,1959,5334,6.69%,31.05%,24.17%,1.37%,36.73%
15,44,200,908,212,3691,5055,0.87%,3.96%,17.96%,4.19%,73.02%
16,74,178,610,168,4135,5165,1.43%,3.45%,11.81%,3.25%,80.06%
17,20,39,273,56,1858,2246,0.89%,1.74%,12.15%,2.49%,82.72%
18,36,206,641,89,2901,3873,0.93%,5.32%,16.55%,2.30%,74.90%
19,51,451,1036,70,2551,4159,1.23%,10.84%,24.91%,1.68%,61.34%
20,123,140,1143,68,1560,3034,4.05%,4.61%,37.67%,2.24%,51.42%
21,17,151,1686,122,2874,4850,0.35%,3.11%,34.76%,2.52%,59.26%
22,27,57,260,60,1399,1803,1.50%,3.16%,14.42%,3.33%,77.59%
23,16,187,1139,75,1487,2904,0.55%,6.44%,39.22%,2.58%,51.21%
24,15,208,568,54,1279,2124,0.71%,9.79%,26.74%,2.54%,60.22%
25,15,285,562,56,1114,2032,0.74%,14.03%,27.66%,2.76%,54.82%
26,35,1782,1357,3,1026,4203,0.83%,42.40%,32.29%,0.07%,24.41%
27,153,709,976,91,3153,5082,3.01%,13.95%,19.21%,1.79%,62.04%
28,33,319,747,54,2027,3180,1.04%,10.03%,23.49%,1.70%,63.74%
29,115,1922,1281,4,1528,4850,2.37%,39.63%,26.41%,0.08%,31.51%
30,32,128,1699,84,2169,4112,0.78%,3.11%,41.32%,2.04%,52.75%
31,38,546,647,26,852,2109,1.80%,25.89%,30.68%,1.23%,40.40%
32,159,770,814,115,2154,4012,3.96%,19.19%,20.29%,2.87%,53.69%
33,19,231,183,45,485,963,1.97%,23.99%,19.00%,4.67%,50.36%
34,56,422,1205,102,2282,4067,1.38%,10.38%,29.63%,2.51%,56.11%
35,244,3057,1929,24,2737,7991,3.05%,38.26%,24.14%,0.30%,34.25%
36,179,871,759,110,2150,4069,4.40%,21.41%,18.65%,2.70%,52.84%
37,72,1589,939,56,1456,4112,1.75%,38.64%,22.84%,1.36%,35.41%
