precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,54,631,1200,1,2026,3912,1.38%,16.13%,30.67%,0.03%,51.79%
102,1,44,105,14,258,422,0.24%,10.43%,24.88%,3.32%,61.14%
103,5,72,236,8,594,915,0.55%,7.87%,25.79%,0.87%,64.92%
201,17,441,1071,33,2810,4372,0.39%,10.09%,24.50%,0.75%,64.27%
202,6,22,166,18,532,744,0.81%,2.96%,22.31%,2.42%,71.51%
302,13,27,100,14,1122,1276,1.02%,2.12%,7.84%,1.10%,87.93%
303,4,9,39,23,700,775,0.52%,1.16%,5.03%,2.97%,90.32%
304,2,14,87,12,555,670,0.30%,2.09%,12.99%,1.79%,82.84%
305,13,223,512,22,1631,2401,0.54%,9.29%,21.32%,0.92%,67.93%
401,5,106,223,13,321,668,0.75%,15.87%,33.38%,1.95%,48.05%
402,12,946,2251,0,1212,4402,0.27%,21.49%,51.14%,0.00%,27.53%
