precinct,party,candidate,votes
1,DEM,Dana Huffman,65
1,REP,Scott Walker,99
1A,DEM,Dana Huffman,112
1A,REP,Scott Walker,103
2,DEM,Dana Huffman,88
2,REP,Scott Walker,373
2A,DEM,Dana Huffman,8
2A,REP,Scott Walker,120
2B,DEM,Dana Huffman,41
2B,REP,Scott Walker,129
3,DEM,Dana Huffman,47
3,REP,Scott Walker,213
3A,DEM,Dana Huffman,61
3A,REP,Scott Walker,256
4,DEM,Dana Huffman,119
4,REP,Scott Walker,93
4A,DEM,Dana Huffman,82
4A,REP,Scott Walker,125
4B,DEM,Dana Huffman,47
4B,REP,Scott Walker,69
