precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
110,104,168,2002,43,1359,3676,2.83%,4.57%,54.46%,1.17%,36.97%
111,6,40,106,0,255,402,1.49%,9.95%,26.37%,0.00%,63.43%
112,81,332,2204,3,1186,3806,2.13%,8.72%,57.91%,0.08%,31.16%
113,54,187,1216,5,711,2173,2.49%,8.61%,55.96%,0.23%,32.72%
114,70,234,1677,29,1012,3022,2.32%,7.74%,55.49%,0.96%,33.49%
115,151,423,1843,0,1443,3851,3.92%,10.98%,47.86%,0.00%,37.47%
120,132,234,1743,47,994,3150,4.19%,7.43%,55.33%,1.49%,31.56%
121,240,608,1765,11,1704,4328,5.55%,14.05%,40.78%,0.25%,39.37%
122,113,331,1129,1,1086,2660,4.25%,12.44%,42.44%,0.04%,40.83%
123,62,306,2007,0,817,3182,1.95%,9.62%,63.07%,0.00%,25.68%
125,203,448,4392,25,2062,7130,2.85%,6.28%,61.60%,0.35%,28.92%
126,169,449,2914,51,2110,5693,2.97%,7.89%,51.19%,0.90%,37.06%
127,65,212,1144,5,582,2008,3.24%,10.56%,56.97%,0.25%,28.98%
128,130,413,3215,40,1885,5683,2.29%,7.27%,56.57%,0.70%,33.17%
129,177,396,2407,46,1803,4829,3.67%,8.20%,49.84%,0.95%,37.34%
130,102,339,2724,77,1796,5038,2.02%,6.73%,54.07%,1.53%,35.65%
220,150,200,1287,97,2924,4658,3.22%,4.29%,27.63%,2.08%,62.77%
221,138,371,2096,40,2395,5040,2.74%,7.36%,41.59%,0.79%,47.52%
222,90,170,1230,34,1682,3206,2.81%,5.30%,38.37%,1.06%,52.46%
223,141,293,2484,70,1602,4590,3.07%,6.38%,54.12%,1.53%,34.90%
224,120,113,1019,79,2153,3484,3.44%,3.24%,29.25%,2.27%,61.80%
225,21,21,512,37,1226,1817,1.16%,1.16%,28.18%,2.04%,67.47%
226,73,73,748,87,2417,3398,2.15%,2.15%,22.01%,2.56%,71.13%
227,220,368,2979,0,2027,5592,3.93%,6.58%,53.27%,0.00%,36.25%
228,402,460,3510,8,2527,6905,5.82%,6.66%,50.83%,0.12%,36.60%
229,52,166,7663,0,911,8783,0.59%,1.89%,87.25%,0.00%,10.37%
230,59,46,435,76,1424,2040,2.89%,2.25%,21.32%,3.73%,69.80%
231,229,537,4160,0,2296,7185,3.19%,7.47%,57.90%,0.00%,31.96%
232,48,105,533,55,1564,2305,2.08%,4.56%,23.12%,2.39%,67.85%
233,89,122,1744,0,736,2691,3.31%,4.53%,64.81%,0.00%,27.35%
234,29,103,2636,19,706,3493,0.83%,2.95%,75.47%,0.54%,20.21%
