Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,254,6,173,433,0.5866050808,0.0138568129,0.3995381062,Rep,2
2,430,9,193,632,0.6803797468,0.0142405063,0.3053797468,Rep,3
3,377,6,24,407,0.9262899263,0.0147420147,0.0589680590,Rep,3
4,321,3,45,369,0.8699186992,0.0081300813,0.1219512195,Rep,3
5,679,14,234,927,0.7324703344,0.0151024811,0.2524271845,Rep,3
6,149,1,28,178,0.8370786517,0.0056179775,0.1573033708,Rep,3
7,317,4,59,380,0.8342105263,0.0105263158,0.1552631579,Rep,3
8,342,16,395,753,0.4541832669,0.0212483400,0.5245683931,Dem,1
9,134,14,382,530,0.2528301887,0.0264150943,0.7207547170,Dem,3
10,146,10,220,376,0.3882978723,0.0265957447,0.5851063830,Dem,2
11,221,3,64,288,0.7673611111,0.0104166667,0.2222222222,Rep,3
12,790,26,502,1318,0.5993930197,0.0197268589,0.3808801214,Rep,2
13,439,27,630,1096,0.4005474453,0.0246350365,0.5748175182,Dem,2
14,66,1,11,78,0.8461538462,0.0128205128,0.1410256410,Rep,3
