precinct,party,candidate,votes
1,,Write-in,0
1,DEM,"Mary ""MJ"" Hegar",56
1,GRN,David B. Collins,0
1,LIB,Kerry Douglas McKennon,3
1,REP,John Cornyn,290
10,,Write-in,0
10,DEM,"Mary ""MJ"" Hegar",40
10,GRN,David B. Collins,2
10,LIB,Kerry Douglas McKennon,1
10,REP,John Cornyn,293
11,,Write-in,0
11,DEM,"Mary ""MJ"" Hegar",4
11,GRN,David B. Collins,1
11,LIB,Kerry Douglas McKennon,0
11,REP,John Cornyn,61
12,,Write-in,0
12,DEM,"Mary ""MJ"" Hegar",14
12,GRN,David B. Collins,0
12,LIB,Kerry Douglas McKennon,0
12,REP,John Cornyn,111
13,,Write-in,0
13,DEM,"Mary ""MJ"" Hegar",46
13,GRN,David B. Collins,1
13,LIB,Kerry Douglas McKennon,5
13,REP,John Cornyn,334
14,,Write-in,0
14,DEM,"Mary ""MJ"" Hegar",96
14,GRN,David B. Collins,1
14,LIB,Kerry Douglas McKennon,7
14,REP,John Cornyn,608
2,,Write-in,0
2,DEM,"Mary ""MJ"" Hegar",122
2,GRN,David B. Collins,1
2,LIB,Kerry Douglas McKennon,9
2,REP,John Cornyn,601
3,,Write-in,0
3,DEM,"Mary ""MJ"" Hegar",139
3,GRN,David B. Collins,0
3,LIB,Kerry Douglas McKennon,5
3,REP,John Cornyn,327
4,,Write-in,0
4,DEM,"Mary ""MJ"" Hegar",92
4,GRN,David B. Collins,3
4,LIB,Kerry Douglas McKennon,9
4,REP,John Cornyn,561
5,,Write-in,0
5,DEM,"Mary ""MJ"" Hegar",22
5,GRN,David B. Collins,1
5,LIB,Kerry Douglas McKennon,3
5,REP,John Cornyn,225
6,,Write-in,0
6,DEM,"Mary ""MJ"" Hegar",16
6,GRN,David B. Collins,0
6,LIB,Kerry Douglas McKennon,2
6,REP,John Cornyn,143
7,,Write-in,0
7,DEM,"Mary ""MJ"" Hegar",3
7,GRN,David B. Collins,0
7,LIB,Kerry Douglas McKennon,0
7,REP,John Cornyn,20
8,,Write-in,0
8,DEM,"Mary ""MJ"" Hegar",5
8,GRN,David B. Collins,0
8,LIB,Kerry Douglas McKennon,0
8,REP,John Cornyn,102
9,,Write-in,0
9,DEM,"Mary ""MJ"" Hegar",135
9,GRN,David B. Collins,4
9,LIB,Kerry Douglas McKennon,11
9,REP,John Cornyn,449
