Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,884,12,397,1293,0.6836813612,0.0092807425,0.3070378964,Rep,3
102,562,14,507,1083,0.5189289012,0.0129270545,0.4681440443,Rep,1
103,478,8,387,873,0.5475372279,0.0091638030,0.4432989691,Rep,2
104,310,2,168,480,0.6458333333,0.0041666667,0.3500000000,Rep,2
105,487,4,101,592,0.8226351351,0.0067567568,0.1706081081,Rep,3
206,1723,18,328,2069,0.8327694538,0.0086998550,0.1585306912,Rep,3
207,2198,28,337,2563,0.8575887632,0.0109246976,0.1314865392,Rep,3
208,690,12,288,990,0.6969696970,0.0121212121,0.2909090909,Rep,3
309,43,18,1518,1579,0.0272324256,0.0113996200,0.9613679544,Dem,3
310,210,13,724,947,0.2217529039,0.0137275607,0.7645195354,Dem,3
311,381,6,153,540,0.7055555556,0.0111111111,0.2833333333,Rep,3
312,1029,9,200,1238,0.8311793215,0.0072697900,0.1615508885,Rep,3
313,312,9,175,496,0.6290322581,0.0181451613,0.3528225806,Rep,2
414,118,2,132,252,0.4682539683,0.0079365079,0.5238095238,Dem,1
415,722,13,249,984,0.7337398374,0.0132113821,0.2530487805,Rep,3
416,426,12,475,913,0.4665936473,0.0131434830,0.5202628697,Dem,1
417,248,10,455,713,0.3478260870,0.0140252454,0.6381486676,Dem,2
418,1698,23,554,2275,0.7463736264,0.0101098901,0.2435164835,Rep,3
419,529,6,203,738,0.7168021680,0.0081300813,0.2750677507,Rep,3
420,1159,13,390,1562,0.7419974392,0.0083226633,0.2496798976,Rep,3
