Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,1804,40,721,2565,0.7033138402,0.0155945419,0.2810916179,Rep,3
2,1359,22,507,1888,0.7198093220,0.0116525424,0.2685381356,Rep,3
3,2880,50,1665,4595,0.6267682263,0.0108813928,0.3623503808,Rep,2
4,746,20,555,1321,0.5647236942,0.0151400454,0.4201362604,Rep,2
5,217,2,25,244,0.8893442623,0.0081967213,0.1024590164,Rep,3
6,1953,26,979,2958,0.6602434077,0.0087897228,0.3309668695,Rep,3
7,1142,14,263,1419,0.8047921071,0.0098661029,0.1853417900,Rep,3
8,1890,19,279,2188,0.8638025594,0.0086837294,0.1275137112,Rep,3
9,1189,14,244,1447,0.8217000691,0.0096751900,0.1686247408,Rep,3
10,420,19,870,1309,0.3208556150,0.0145148969,0.6646294882,Dem,3
11,1121,21,281,1423,0.7877723120,0.0147575545,0.1974701335,Rep,3
12,960,15,294,1269,0.7565011820,0.0118203310,0.2316784870,Rep,3
13,3632,35,652,4319,0.8409354017,0.0081037277,0.1509608706,Rep,3
14,2079,36,808,2923,0.7112555594,0.0123161136,0.2764283271,Rep,3
15,2940,49,795,3784,0.7769556025,0.0129492600,0.2100951374,Rep,3
16,2184,25,360,2569,0.8501362398,0.0097314130,0.1401323472,Rep,3
17,2260,28,395,2683,0.8423406634,0.0104360790,0.1472232575,Rep,3
18,2843,46,618,3507,0.8106643855,0.0131166239,0.1762189906,Rep,3
19,2230,25,503,2758,0.8085569253,0.0090645395,0.1823785352,Rep,3
20,813,19,476,1308,0.6215596330,0.0145259939,0.3639143731,Rep,2
21,1732,37,776,2545,0.6805500982,0.0145383104,0.3049115914,Rep,3
22,2901,35,614,3550,0.8171830986,0.0098591549,0.1729577465,Rep,3
23,1836,30,747,2613,0.7026406429,0.0114810563,0.2858783008,Rep,3
24,1592,29,638,2259,0.7047366091,0.0128375387,0.2824258521,Rep,3
25,1819,22,329,2170,0.8382488479,0.0101382488,0.1516129032,Rep,3
26,1096,20,375,1491,0.7350771294,0.0134138162,0.2515090543,Rep,3
27,2108,44,843,2995,0.7038397329,0.0146911519,0.2814691152,Rep,3
28,1990,20,325,2335,0.8522483940,0.0085653105,0.1391862955,Rep,3
29,3201,49,539,3789,0.8448139351,0.0129321721,0.1422538928,Rep,3
30,1837,24,327,2188,0.8395795247,0.0109689214,0.1494515539,Rep,3
31,2471,39,1101,3611,0.6842979784,0.0108003323,0.3049016893,Rep,3
32,1198,31,805,2034,0.5889872173,0.0152409046,0.3957718781,Rep,2
33,1727,26,754,2507,0.6888711607,0.0103709613,0.3007578779,Rep,3
