precinct,registered,ballots_cast,blank
andrews:1,2539,875,0
andrews:2,2883,1283,0
andrews:3,2526,952,0
andrews:4,2434,732,0
briscoe:1,152,80,0
briscoe:2,237,133,0
briscoe:3,255,162,0
briscoe:4,290,184,0
briscoe:6,63,37,0
childress:101,,379,
childress:201,,452,
childress:301,,471,
childress:401,,458,
hemphill:101,476,284,0
hemphill:201,489,279,0
hemphill:202,29,19,0
hemphill:301,613,396,0
hemphill:302,33,23,0
hemphill:303,88,66,0
hemphill:401,443,228,0
hemphill:402,136,90,0
lamb:1,,330,0
lamb:10,,182,0
lamb:11,,355,0
lamb:12,,86,1
lamb:2,,200,0
lamb:3,,290,0
lamb:4,,45,0
lamb:5,,176,0
lamb:6,,133,0
lamb:8,,891,0
lamb:9,,400,0
swisher:1,555,244,0
swisher:11,311,150,0
swisher:2,980,385,0
swisher:3,681,366,0
swisher:4,497,121,0
swisher:6,368,141,0
swisher:7,452,250,0
swisher:9,31,23,0
