Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,98,2,66,166,0.5903614458,0.0120481928,0.3975903614,Rep,2
2,373,4,88,465,0.8021505376,0.0086021505,0.1892473118,Rep,3
3,216,3,43,262,0.8244274809,0.0114503817,0.1641221374,Rep,3
4,94,2,116,212,0.4433962264,0.0094339623,0.5471698113,Dem,2
1A,104,4,106,214,0.4859813084,0.0186915888,0.4953271028,Dem,1
2A,119,0,9,128,0.9296875000,0.0000000000,0.0703125000,Rep,3
2B,124,3,44,171,0.7251461988,0.0175438596,0.2573099415,Rep,3
3A,258,2,58,318,0.8113207547,0.0062893082,0.1823899371,Rep,3
4A,127,2,79,208,0.6105769231,0.0096153846,0.3798076923,Rep,2
4B,71,2,42,115,0.6173913043,0.0173913043,0.3652173913,Rep,2
