precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,4,146,584,0,231,943,0.42%,15.48%,61.93%,0.00%,24.50%
2,5,28,361,7,683,1084,0.46%,2.58%,33.30%,0.65%,63.01%
3,3,46,342,4,367,762,0.39%,6.04%,44.88%,0.52%,48.16%
4,20,167,548,0,219,940,2.13%,17.77%,58.30%,0.00%,23.30%
1A,10,50,498,0,245,801,1.25%,6.24%,62.17%,0.00%,30.59%
2A,2,4,65,2,164,237,0.84%,1.69%,27.43%,0.84%,69.20%
2B,3,5,121,9,203,341,0.88%,1.47%,35.48%,2.64%,59.53%
3A,2,68,389,0,463,918,0.22%,7.41%,42.37%,0.00%,50.44%
4A,8,15,334,1,203,561,1.43%,2.67%,59.54%,0.18%,36.19%
4B,4,5,64,0,86,154,2.60%,3.25%,41.56%,0.00%,55.84%
