Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,119,1,15,135,0.8814814815,0.0074074074,0.1111111111,Rep,3
2,167,11,222,400,0.4175000000,0.0275000000,0.5550000000,Dem,2
3,67,5,308,380,0.1763157895,0.0131578947,0.8105263158,Dem,3
4,3,1,105,109,0.0275229358,0.0091743119,0.9633027523,Dem,3
5,327,9,271,607,0.5387149918,0.0148270181,0.4464579901,Rep,1
6,724,12,116,852,0.8497652582,0.0140845070,0.1361502347,Rep,3
7,585,14,178,777,0.7528957529,0.0180180180,0.2290862291,Rep,3
8,1108,15,158,1281,0.8649492584,0.0117096019,0.1233411397,Rep,3
9,972,12,149,1133,0.8578993822,0.0105913504,0.1315092674,Rep,3
10,328,3,46,377,0.8700265252,0.0079575597,0.1220159151,Rep,3
11,147,1,35,183,0.8032786885,0.0054644809,0.1912568306,Rep,3
12,387,7,102,496,0.7802419355,0.0141129032,0.2056451613,Rep,3
13,322,8,133,463,0.6954643629,0.0172786177,0.2872570194,Rep,3
14,514,6,218,738,0.6964769648,0.0081300813,0.2953929539,Rep,3
15,711,7,151,869,0.8181818182,0.0080552359,0.1737629459,Rep,3
16,1196,8,80,1284,0.9314641745,0.0062305296,0.0623052960,Rep,3
17,804,10,63,877,0.9167616876,0.0114025086,0.0718358039,Rep,3
18,791,6,104,901,0.8779134295,0.0066592675,0.1154273030,Rep,3
19,593,10,83,686,0.8644314869,0.0145772595,0.1209912536,Rep,3
20,520,7,80,607,0.8566721582,0.0115321252,0.1317957166,Rep,3
21,100,2,18,120,0.8333333333,0.0166666667,0.1500000000,Rep,3
22,432,6,46,484,0.8925619835,0.0123966942,0.0950413223,Rep,3
23,1452,13,112,1577,0.9207355739,0.0082435003,0.0710209258,Rep,3
24,647,7,71,725,0.8924137931,0.0096551724,0.0979310345,Rep,3
25,681,11,93,785,0.8675159236,0.0140127389,0.1184713376,Rep,3
26,924,16,122,1062,0.8700564972,0.0150659134,0.1148775895,Rep,3
27,897,12,100,1009,0.8889990089,0.0118929633,0.0991080278,Rep,3
28,1498,18,178,1694,0.8842975207,0.0106257379,0.1050767414,Rep,3
29,428,5,39,472,0.9067796610,0.0105932203,0.0826271186,Rep,3
30,450,4,62,516,0.8720930233,0.0077519380,0.1201550388,Rep,3
31,772,9,82,863,0.8945538818,0.0104287370,0.0950173812,Rep,3
32,961,8,73,1042,0.9222648752,0.0076775432,0.0700575816,Rep,3
33,609,7,68,684,0.8903508772,0.0102339181,0.0994152047,Rep,3
34,659,7,71,737,0.8941655360,0.0094979647,0.0963364993,Rep,3
