precinct,party,candidate,votes
culberson:1,DEM,Tina Clinton,86
culberson:1,REP,Kevin Patrick Yeary,72
culberson:2,DEM,Tina Clinton,105
culberson:2,REP,Kevin Patrick Yeary,99
culberson:3-3,DEM,Tina Clinton,12
culberson:3-3,REP,Kevin Patrick Yeary,19
culberson:3-5,DEM,Tina Clinton,87
culberson:3-5,REP,Kevin Patrick Yeary,102
culberson:4,DEM,Tina Clinton,93
culberson:4,REP,Kevin Patrick Yeary,59
hudspeth:1,DEM,Tina Clinton,94
hudspeth:1,REP,Kevin Patrick Yeary,220
hudspeth:2,DEM,Tina Clinton,144
hudspeth:2,REP,Kevin Patrick Yeary,157
hudspeth:3N,DEM,Tina Clinton,34
hudspeth:3N,REP,Kevin Patrick Yeary,81
hudspeth:3S,DEM,Tina Clinton,40
hudspeth:3S,REP,Kevin Patrick Yeary,68
hudspeth:4,DEM,Tina Clinton,61
hudspeth:4,REP,Kevin Patrick Yeary,143
presidio:1,DEM,Tina Clinton,134
presidio:1,REP,Kevin Patrick Yeary,86
presidio:2,DEM,Tina Clinton,163
presidio:2,REP,Kevin Patrick Yeary,89
presidio:3,DEM,Tina Clinton,17
presidio:3,REP,Kevin Patrick Yeary,5
presidio:4,DEM,Tina Clinton,250
presidio:4,REP,Kevin Patrick Yeary,98
presidio:5,DEM,Tina Clinton,166
presidio:5,REP,Kevin Patrick Yeary,90
presidio:6,DEM,Tina Clinton,4
presidio:6,REP,Kevin Patrick Yeary,12
presidio:7,DEM,Tina Clinton,650
presidio:7,REP,Kevin Patrick Yeary,229
