precinct,registered,ballots_cast,blank
1001,794,,
1002,685,,
1003,2263,,
1004,999,,
1005,857,,
1006,2185,,
1007,1309,,
1008,1934,,
1009,1770,,
1010,641,,
1011,576,,
1012,2289,,
1013,2541,,
1014,1436,,
1015,1486,,
1016,1254,,
1017,238,,
1018,2471,,
1019,929,,
1020,2422,,
1021,1744,,
1022,985,,
1023,2673,,
1024,3230,,
1025,770,,
1026,1344,,
1027,434,,
1028,1021,,
1029,2019,,
1030,81,,
1031,1577,,
1032,2520,,
1033,2226,,
1034,4352,,
1035,1148,,
1036,3729,,
1037,2648,,
1038,3254,,
1039,3350,,
1040,2830,,
1041,2430,,
1042,1213,,
1043,1620,,
1044,2127,,
1045,3427,,
1046,2127,,
1047,1796,,
1048,2309,,
1049,2673,,
1050,1417,,
1051,2140,,
1052,2124,,
1053,260,,
1054,2592,,
1055,2038,,
1056,3312,,
1057,2544,,
1058,2814,,
1059,503,,
1060,3033,,
1061,2817,,
1062,192,,
1063,2340,,
1064,1313,,
1065,2429,,
1066,857,,
1067,3265,,
1068,2159,,
1069,490,,
1070,1227,,
1071,2024,,
1072,2165,,
1073,3759,,
1074,24,,
1075,2428,,
1076,2994,,
1077,1688,,
1078,517,,
1079,2711,,
1080,5076,,
1081,1901,,
1082,4788,,
1083,2783,,
1084,2143,,
1085,1811,,
1086,2507,,
1087,1711,,
1088,1025,,
1089,1635,,
1090,0,,
1091,2319,,
1092,1194,,
1093,1230,,
1094,2598,,
1095,370,,
1096,142,,
1097,853,,
1098,913,,
1099,2918,,
1100,2892,,
1101,0,,
1102,1052,,
1103,850,,
1104,3279,,
1105,756,,
1106,0,,
1107,3210,,
1108,4787,,
1109,3,,
1110,3057,,
1111,5068,,
1112,4916,,
1113,3135,,
1114,49,,
1115,205,,
1116,1379,,
1117,366,,
1118,4281,,
1119,146,,
1120,164,,
1121,3532,,
1122,4863,,
1123,620,,
1124,809,,
1125,2190,,
1126,0,,
1127,631,,
1128,1670,,
1129,2189,,
1130,0,,
1131,0,,
1132,2,,
1133,4,,
1134,0,,
1135,1,,
1136,143,,
1137,0,,
1138,1042,,
1139,965,,
1140,1278,,
1141,2400,,
1142,2227,,
1143,3559,,
1144,2615,,
1145,736,,
1146,180,,
1147,2696,,
1148,920,,
1149,2262,,
1150,2642,,
1151,2370,,
2001,954,,
2002,1245,,
2003,2161,,
2004,2984,,
2005,951,,
2006,22,,
2007,1726,,
2008,1117,,
2009,2358,,
2010,1608,,
2011,2071,,
2012,1597,,
2013,1183,,
2014,1231,,
2015,1939,,
2016,1330,,
2017,1201,,
2018,1147,,
2019,1829,,
2020,2930,,
2021,2874,,
2022,1606,,
2023,2766,,
2024,1904,,
2025,2506,,
2026,2208,,
2027,1262,,
2028,2275,,
2029,1315,,
2030,1528,,
2031,1694,,
2032,538,,
2033,1423,,
2034,1628,,
2035,1391,,
2036,1562,,
2037,1552,,
2038,1261,,
2039,1410,,
2040,2574,,
2041,2851,,
2042,1768,,
2043,2300,,
2044,2655,,
2045,2061,,
2046,2092,,
2047,1646,,
2048,1809,,
2049,3082,,
2050,1824,,
2051,728,,
2052,1023,,
2053,1281,,
2054,2002,,
2055,1920,,
2056,1439,,
2057,2353,,
2058,2290,,
2059,2360,,
2060,1520,,
2061,1166,,
2062,1188,,
2063,1918,,
2064,2379,,
2065,5148,,
2066,3763,,
2067,269,,
2068,4174,,
2069,3153,,
2070,2152,,
2071,904,,
2072,3281,,
2073,1258,,
2074,1156,,
2075,1142,,
2076,2459,,
2077,2396,,
2078,2680,,
2079,717,,
2080,1442,,
2081,904,,
2082,1600,,
2083,739,,
2084,3413,,
2085,1474,,
2086,3417,,
2087,1865,,
2088,3874,,
2089,575,,
2090,2231,,
2091,3216,,
2092,510,,
2093,1631,,
2094,145,,
2095,2391,,
2096,2580,,
2097,2621,,
2098,1526,,
2099,1618,,
2100,1355,,
2101,1526,,
2102,2651,,
2103,329,,
2104,283,,
2105,610,,
2106,610,,
2107,3522,,
2108,1178,,
2109,1,,
2110,1282,,
2111,1266,,
2112,1799,,
2113,108,,
2114,2438,,
2115,6339,,
2116,0,,
2117,670,,
2118,31,,
2119,319,,
2120,2132,,
2121,545,,
2122,1803,,
2123,2190,,
2124,620,,
2125,2974,,
2126,1607,,
2127,2693,,
2128,2587,,
2129,0,,
2130,2117,,
2131,457,,
2132,3,,
2133,353,,
2134,1675,,
2135,781,,
2136,4255,,
2137,1225,,
2138,1102,,
2139,1954,,
2140,1886,,
2141,1437,,
2142,733,,
2143,2272,,
2144,1915,,
2145,355,,
2146,98,,
2147,702,,
2148,4028,,
2149,2405,,
2150,9,,
2151,61,,
2152,687,,
2153,425,,
2154,4034,,
2155,1,,
2156,1427,,
2157,0,,
2158,0,,
2159,215,,
2160,5,,
3001,3760,,
3002,2463,,
3003,72,,
3004,0,,
3005,3080,,
3006,1098,,
3007,3304,,
3008,100,,
3009,15,,
3010,702,,
3011,975,,
3012,1224,,
3013,1908,,
3014,568,,
3015,1043,,
3016,216,,
3017,2601,,
3018,1830,,
3019,785,,
3020,2639,,
3021,2363,,
3022,1631,,
3023,2554,,
3024,0,,
3025,1760,,
3026,1492,,
3027,1530,,
3028,2170,,
3029,1286,,
3030,2235,,
3031,25,,
3032,2309,,
3033,2209,,
