Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,954,14,488,1456,0.6552197802,0.0096153846,0.3351648352,Rep,3
2,374,8,681,1063,0.3518344309,0.0075258702,0.6406396990,Dem,2
3,97,8,861,966,0.1004140787,0.0082815735,0.8913043478,Dem,3
4,648,7,427,1082,0.5988909427,0.0064695009,0.3946395564,Rep,2
5,541,6,128,675,0.8014814815,0.0088888889,0.1896296296,Rep,3
6,931,13,186,1130,0.8238938053,0.0115044248,0.1646017699,Rep,3
7,455,7,164,626,0.7268370607,0.0111821086,0.2619808307,Rep,3
8,1273,17,493,1783,0.7139652271,0.0095344924,0.2765002804,Rep,3
9,759,9,255,1023,0.7419354839,0.0087976540,0.2492668622,Rep,3
10,593,5,174,772,0.7681347150,0.0064766839,0.2253886010,Rep,3
11,210,3,131,344,0.6104651163,0.0087209302,0.3808139535,Rep,2
12,3083,44,491,3618,0.8521282477,0.0121614151,0.1357103372,Rep,3
13,982,6,120,1108,0.8862815884,0.0054151625,0.1083032491,Rep,3
14,760,10,200,970,0.7835051546,0.0103092784,0.2061855670,Rep,3
15,743,5,73,821,0.9049939099,0.0060901340,0.0889159562,Rep,3
16,382,4,62,448,0.8526785714,0.0089285714,0.1383928571,Rep,3
17,562,9,477,1048,0.5362595420,0.0085877863,0.4551526718,Rep,1
18,484,4,103,591,0.8189509306,0.0067681895,0.1742808799,Rep,3
19,1951,26,423,2400,0.8129166667,0.0108333333,0.1762500000,Rep,3
20,1327,14,343,1684,0.7880047506,0.0083135392,0.2036817102,Rep,3
21,373,3,144,520,0.7173076923,0.0057692308,0.2769230769,Rep,3
22,376,11,586,973,0.3864337102,0.0113052415,0.6022610483,Dem,2
23,409,2,25,436,0.9380733945,0.0045871560,0.0573394495,Rep,3
24,360,3,68,431,0.8352668213,0.0069605568,0.1577726218,Rep,3
25,2263,29,369,2661,0.8504321684,0.0108981586,0.1386696731,Rep,3
26,301,2,72,375,0.8026666667,0.0053333333,0.1920000000,Rep,3
