precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,20,225,542,23,814,1624,1.23%,13.85%,33.37%,1.42%,50.12%
2,5,18,65,28,469,585,0.85%,3.08%,11.11%,4.79%,80.17%
3,32,1101,1620,23,912,3688,0.87%,29.85%,43.93%,0.62%,24.73%
4,41,163,419,64,1786,2473,1.66%,6.59%,16.94%,2.59%,72.22%
1A,20,66,596,129,2476,3287,0.61%,2.01%,18.13%,3.92%,75.33%
1M,36,566,628,95,2250,3575,1.01%,15.83%,17.57%,2.66%,62.94%
1T,31,178,240,79,2246,2774,1.12%,6.42%,8.65%,2.85%,80.97%
2E,18,51,282,105,3152,3608,0.50%,1.41%,7.82%,2.91%,87.36%
2M,64,65,125,61,1125,1440,4.44%,4.51%,8.68%,4.24%,78.12%
3B,11,130,553,119,3369,4182,0.26%,3.11%,13.22%,2.85%,80.56%
3C,34,301,185,50,2212,2782,1.22%,10.82%,6.65%,1.80%,79.51%
3M,22,64,335,71,1839,2331,0.94%,2.75%,14.37%,3.05%,78.89%
3N,17,58,300,45,1208,1628,1.04%,3.56%,18.43%,2.76%,74.20%
4A,50,500,662,34,1151,2397,2.09%,20.86%,27.62%,1.42%,48.02%
4B,30,355,566,44,1755,2750,1.09%,12.91%,20.58%,1.60%,63.82%
4W,20,44,171,33,1025,1293,1.55%,3.40%,13.23%,2.55%,79.27%
1CR,13,44,339,101,2397,2894,0.45%,1.52%,11.71%,3.49%,82.83%
1MN,14,87,119,96,1627,1943,0.72%,4.48%,6.12%,4.94%,83.74%
1TC,45,58,398,168,3463,4132,1.09%,1.40%,9.63%,4.07%,83.81%
3CS,35,138,166,65,2104,2508,1.40%,5.50%,6.62%,2.59%,83.89%
3NW,3,60,159,26,682,930,0.32%,6.45%,17.10%,2.80%,73.33%
3WS,16,67,201,132,1893,2309,0.69%,2.90%,8.71%,5.72%,81.98%
4LP,43,322,315,119,2911,3710,1.16%,8.68%,8.49%,3.21%,78.46%
4MS,10,427,85,51,989,1562,0.64%,27.34%,5.44%,3.27%,63.32%
4SE,27,187,541,157,3280,4192,0.64%,4.46%,12.91%,3.75%,78.24%
2GBN,54,94,395,145,3369,4057,1.33%,2.32%,9.74%,3.57%,83.04%
2GBS,25,74,397,119,3132,3747,0.67%,1.97%,10.60%,3.18%,83.59%
2PSN,17,46,379,129,3012,3583,0.47%,1.28%,10.58%,3.60%,84.06%
2PSS,34,106,270,173,3333,3916,0.87%,2.71%,6.89%,4.42%,85.11%
4NLP,7,99,189,82,1873,2250,0.31%,4.40%,8.40%,3.64%,83.24%
