precinct,party,candidate,votes
1,DEM,"Mary ""MJ"" Hegar",276
1,GRN,David B. Collins,4
1,LIB,Kerry Douglas McKennon,11
1,REP,John Cornyn,1053
10,DEM,"Mary ""MJ"" Hegar",62
10,GRN,David B. Collins,0
10,LIB,Kerry Douglas McKennon,1
10,REP,John Cornyn,171
12,DEM,"Mary ""MJ"" Hegar",13
12,GRN,David B. Collins,0
12,LIB,Kerry Douglas McKennon,3
12,REP,John Cornyn,289
13,DEM,"Mary ""MJ"" Hegar",60
13,GRN,David B. Collins,0
13,LIB,Kerry Douglas McKennon,3
13,REP,John Cornyn,165
14,DEM,"Mary ""MJ"" Hegar",26
14,GRN,David B. Collins,4
14,LIB,Kerry Douglas McKennon,3
14,REP,John Cornyn,299
18,DEM,"Mary ""MJ"" Hegar",221
18,GRN,David B. Collins,0
18,LIB,Kerry Douglas McKennon,15
18,REP,John Cornyn,1254
19,DEM,"Mary ""MJ"" Hegar",13
19,GRN,David B. Collins,2
19,LIB,Kerry Douglas McKennon,2
19,REP,John Cornyn,236
2,DEM,"Mary ""MJ"" Hegar",277
2,GRN,David B. Collins,6
2,LIB,Kerry Douglas McKennon,12
2,REP,John Cornyn,1236
20,DEM,"Mary ""MJ"" Hegar",4
20,GRN,David B. Collins,0
20,LIB,Kerry Douglas McKennon,1
20,REP,John Cornyn,248
22,DEM,"Mary ""MJ"" Hegar",95
22,GRN,David B. Collins,1
22,LIB,Kerry Douglas McKennon,2
22,REP,John Cornyn,137
26,DEM,"Mary ""MJ"" Hegar",32
26,GRN,David B. Collins,2
26,LIB,Kerry Douglas McKennon,1
26,REP,John Cornyn,97
27,DEM,"Mary ""MJ"" Hegar",278
27,GRN,David B. Collins,2
27,LIB,Kerry Douglas McKennon,12
27,REP,John Cornyn,389
28,DEM,"Mary ""MJ"" Hegar",218
28,GRN,David B. Collins,3
28,LIB,Kerry Douglas McKennon,15
28,REP,John Cornyn,1254
29,DEM,"Mary ""MJ"" Hegar",12
29,GRN,David B. Collins,2
29,LIB,Kerry Douglas McKennon,2
29,REP,John Cornyn,233
3,DEM,"Mary ""MJ"" Hegar",180
3,GRN,David B. Collins,1
3,LIB,Kerry Douglas McKennon,10
3,REP,John Cornyn,779
5,DEM,"Mary ""MJ"" Hegar",29
5,GRN,David B. Collins,0
5,LIB,Kerry Douglas McKennon,2
5,REP,John Cornyn,324
7,DEM,"Mary ""MJ"" Hegar",99
7,GRN,David B. Collins,1
7,LIB,Kerry Douglas McKennon,8
7,REP,John Cornyn,430
8,DEM,"Mary ""MJ"" Hegar",32
8,GRN,David B. Collins,0
8,LIB,Kerry Douglas McKennon,1
8,REP,John Cornyn,140
9,DEM,"Mary ""MJ"" Hegar",88
9,GRN,David B. Collins,2
9,LIB,Kerry Douglas McKennon,5
9,REP,John Cornyn,411
