Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
111,537,6,102,645,0.8325581395,0.0093023256,0.1581395349,Rep,3
112,1067,14,229,1310,0.8145038168,0.0106870229,0.1748091603,Rep,3
113,1643,18,389,2050,0.8014634146,0.0087804878,0.1897560976,Rep,3
114,858,10,202,1070,0.8018691589,0.0093457944,0.1887850467,Rep,3
201,471,10,152,633,0.7440758294,0.0157977883,0.2401263823,Rep,3
212,522,3,98,623,0.8378812199,0.0048154093,0.1573033708,Rep,3
213,1144,8,234,1386,0.8253968254,0.0057720058,0.1688311688,Rep,3
214,1419,10,400,1829,0.7758337890,0.0054674686,0.2186987425,Rep,3
215,1186,13,394,1593,0.7445072191,0.0081607031,0.2473320778,Rep,3
302,349,4,302,655,0.5328244275,0.0061068702,0.4610687023,Rep,1
303,473,9,424,906,0.5220750552,0.0099337748,0.4679911700,Rep,1
314,678,4,98,780,0.8692307692,0.0051282051,0.1256410256,Rep,3
315,560,6,58,624,0.8974358974,0.0096153846,0.0929487179,Rep,3
316,295,2,35,332,0.8885542169,0.0060240964,0.1054216867,Rep,3
317,251,3,162,416,0.6033653846,0.0072115385,0.3894230769,Rep,2
318,613,5,143,761,0.8055190539,0.0065703022,0.1879106439,Rep,3
319,155,2,98,255,0.6078431373,0.0078431373,0.3843137255,Rep,2
404,977,9,211,1197,0.8162071846,0.0075187970,0.1762740184,Rep,3
405,706,7,166,879,0.8031854380,0.0079635950,0.1888509670,Rep,3
416,532,5,103,640,0.8312500000,0.0078125000,0.1609375000,Rep,3
417,757,7,210,974,0.7772073922,0.0071868583,0.2156057495,Rep,3
418,1248,12,253,1513,0.8248512888,0.0079312624,0.1672174488,Rep,3
