precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
111,13,888,481,49,1889,3320,0.39%,26.75%,14.49%,1.48%,56.90%
112,28,620,700,119,2640,4107,0.68%,15.10%,17.04%,2.90%,64.28%
113,43,599,802,174,3324,4942,0.87%,12.12%,16.23%,3.52%,67.26%
114,15,339,268,84,1575,2281,0.66%,14.86%,11.75%,3.68%,69.05%
201,16,842,1027,27,1838,3750,0.43%,22.45%,27.39%,0.72%,49.01%
212,6,181,102,18,834,1141,0.53%,15.86%,8.94%,1.58%,73.09%
213,20,363,352,99,1996,2830,0.71%,12.83%,12.44%,3.50%,70.53%
214,15,424,350,121,2138,3048,0.49%,13.91%,11.48%,3.97%,70.14%
215,15,451,675,85,1930,3156,0.48%,14.29%,21.39%,2.69%,61.15%
302,16,782,384,14,708,1904,0.84%,41.07%,20.17%,0.74%,37.18%
303,37,1178,972,43,1170,3400,1.09%,34.65%,28.59%,1.26%,34.41%
314,9,125,310,30,1072,1546,0.58%,8.09%,20.05%,1.94%,69.34%
315,1,63,144,33,1028,1269,0.08%,4.96%,11.35%,2.60%,81.01%
316,2,95,44,20,605,766,0.26%,12.40%,5.74%,2.61%,78.98%
317,17,356,37,20,491,921,1.85%,38.65%,4.02%,2.17%,53.31%
318,12,250,149,24,1087,1522,0.79%,16.43%,9.79%,1.58%,71.42%
319,0,147,14,6,239,406,0.00%,36.21%,3.45%,1.48%,58.87%
404,25,265,364,32,1664,2350,1.06%,11.28%,15.49%,1.36%,70.81%
405,30,187,390,46,1155,1808,1.66%,10.34%,21.57%,2.54%,63.88%
416,13,132,523,25,983,1676,0.78%,7.88%,31.21%,1.49%,58.65%
417,12,332,817,77,1488,2726,0.44%,12.18%,29.97%,2.82%,54.59%
418,4,413,674,86,2168,3345,0.12%,12.35%,20.15%,2.57%,64.81%
