precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,6,9,17,5,195,232,2.59%,3.88%,7.33%,2.16%,84.05%
2,2,3,10,5,162,182,1.10%,1.65%,5.49%,2.75%,89.01%
3,4,5,17,8,191,225,1.78%,2.22%,7.56%,3.56%,84.89%
4-1,3,2,4,3,87,99,3.03%,2.02%,4.04%,3.03%,87.88%
4-2,0,2,2,3,82,89,0.00%,2.25%,2.25%,3.37%,92.13%
