precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,11,177,194,111,1904,2397,0.46%,7.38%,8.09%,4.63%,79.43%
2,27,128,320,211,3616,4302,0.63%,2.98%,7.44%,4.90%,84.05%
3,14,141,364,88,1778,2385,0.59%,5.91%,15.26%,3.69%,74.55%
4,15,187,168,81,1386,1837,0.82%,10.18%,9.15%,4.41%,75.45%
5,2,156,118,43,845,1164,0.17%,13.40%,10.14%,3.69%,72.59%
6,35,169,147,87,1654,2092,1.67%,8.08%,7.03%,4.16%,79.06%
7,38,251,508,186,2853,3836,0.99%,6.54%,13.24%,4.85%,74.37%
8,2,150,207,40,1233,1632,0.12%,9.19%,12.68%,2.45%,75.55%
9,17,317,165,100,2295,2894,0.59%,10.95%,5.70%,3.46%,79.30%
10,15,114,244,152,2801,3326,0.45%,3.43%,7.34%,4.57%,84.22%
11,6,35,81,47,728,897,0.67%,3.90%,9.03%,5.24%,81.16%
12,3,59,148,62,1140,1412,0.21%,4.18%,10.48%,4.39%,80.74%
13,12,210,113,41,904,1280,0.94%,16.41%,8.83%,3.20%,70.62%
14,11,47,92,56,557,763,1.44%,6.16%,12.06%,7.34%,73.00%
15,9,51,325,120,2319,2824,0.32%,1.81%,11.51%,4.25%,82.12%
16,35,457,246,135,1841,2714,1.29%,16.84%,9.06%,4.97%,67.83%
17,52,645,403,118,2493,3711,1.40%,17.38%,10.86%,3.18%,67.18%
18,7,254,127,25,808,1221,0.57%,20.80%,10.40%,2.05%,66.18%
19,0,10,5,0,14,29,0.00%,34.48%,17.24%,0.00%,48.28%
20,8,28,11,3,116,166,4.82%,16.87%,6.63%,1.81%,69.88%
21,0,6,0,2,2,10,0.00%,60.00%,0.00%,20.00%,20.00%
