Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,46,3,73,122,0.3770491803,0.0245901639,0.5983606557,Dem,2
2,41,3,77,121,0.3388429752,0.0247933884,0.6363636364,Dem,2
3,324,17,522,863,0.3754345307,0.0196987254,0.6048667439,Dem,2
4,35,2,43,80,0.4375000000,0.0250000000,0.5375000000,Dem,1
5,61,3,141,205,0.2975609756,0.0146341463,0.6878048780,Dem,3
6,55,5,141,201,0.2736318408,0.0248756219,0.7014925373,Dem,3
7,195,10,316,521,0.3742802303,0.0191938580,0.6065259117,Dem,2
8,174,10,334,518,0.3359073359,0.0193050193,0.6447876448,Dem,3
9,102,6,204,312,0.3269230769,0.0192307692,0.6538461538,Dem,3
10,86,6,427,519,0.1657032755,0.0115606936,0.8227360308,Dem,3
11,942,18,422,1382,0.6816208394,0.0130246020,0.3053545586,Rep,3
12,66,9,849,924,0.0714285714,0.0097402597,0.9188311688,Dem,3
13,17,1,23,41,0.4146341463,0.0243902439,0.5609756098,Dem,2
14,54,4,362,420,0.1285714286,0.0095238095,0.8619047619,Dem,3
15,82,2,39,123,0.6666666667,0.0162601626,0.3170731707,Rep,3
16,688,14,432,1134,0.6067019400,0.0123456790,0.3809523810,Rep,2
17,281,7,278,566,0.4964664311,0.0123674912,0.4911660777,Rep,1
18,60,5,93,158,0.3797468354,0.0316455696,0.5886075949,Dem,2
19,1319,27,606,1952,0.6757172131,0.0138319672,0.3104508197,Rep,3
20,31,2,100,133,0.2330827068,0.0150375940,0.7518796992,Dem,3
21,64,4,139,207,0.3091787440,0.0193236715,0.6714975845,Dem,3
22,86,4,78,168,0.5119047619,0.0238095238,0.4642857143,Rep,1
23,1571,28,592,2191,0.7170241899,0.0127795527,0.2701962574,Rep,3
24,319,2,101,422,0.7559241706,0.0047393365,0.2393364929,Rep,3
25,203,11,322,536,0.3787313433,0.0205223881,0.6007462687,Dem,2
26,96,4,135,235,0.4085106383,0.0170212766,0.5744680851,Dem,2
27,61,5,175,241,0.2531120332,0.0207468880,0.7261410788,Dem,3
28,288,9,255,552,0.5217391304,0.0163043478,0.4619565217,Rep,1
29,129,5,131,265,0.4867924528,0.0188679245,0.4943396226,Dem,1
30,425,14,418,857,0.4959159860,0.0163360560,0.4877479580,Rep,1
31,528,16,422,966,0.5465838509,0.0165631470,0.4368530021,Rep,2
32,409,7,183,599,0.6828046745,0.0116861436,0.3055091820,Rep,3
33,564,14,348,926,0.6090712743,0.0151187905,0.3758099352,Rep,2
34,468,14,300,782,0.5984654731,0.0179028133,0.3836317136,Rep,2
35,121,6,197,324,0.3734567901,0.0185185185,0.6080246914,Dem,2
36,409,9,252,670,0.6104477612,0.0134328358,0.3761194030,Rep,2
37,189,7,212,408,0.4632352941,0.0171568627,0.5196078431,Dem,1
38,121,4,165,290,0.4172413793,0.0137931034,0.5689655172,Dem,2
39,58,6,152,216,0.2685185185,0.0277777778,0.7037037037,Dem,3
40,664,16,450,1130,0.5876106195,0.0141592920,0.3982300885,Rep,2
41,439,11,330,780,0.5628205128,0.0141025641,0.4230769231,Rep,2
42,152,8,245,405,0.3753086420,0.0197530864,0.6049382716,Dem,2
43,95,3,77,175,0.5428571429,0.0171428571,0.4400000000,Rep,2
44,1703,30,501,2234,0.7623097583,0.0134288272,0.2242614145,Rep,3
45,103,2,100,205,0.5024390244,0.0097560976,0.4878048780,Rep,1
46,34,2,58,94,0.3617021277,0.0212765957,0.6170212766,Dem,2
47,94,4,138,236,0.3983050847,0.0169491525,0.5847457627,Dem,2
48,57,2,66,125,0.4560000000,0.0160000000,0.5280000000,Dem,1
49,97,4,93,194,0.5000000000,0.0206185567,0.4793814433,Rep,1
50,225,7,243,475,0.4736842105,0.0147368421,0.5115789474,Dem,1
51,1581,26,772,2379,0.6645649433,0.0109289617,0.3245060950,Rep,3
52,359,8,199,566,0.6342756184,0.0141342756,0.3515901060,Rep,2
53,20,1,12,33,0.6060606061,0.0303030303,0.3636363636,Rep,2
54,862,21,362,1245,0.6923694779,0.0168674699,0.2907630522,Rep,3
55,1591,38,658,2287,0.6956711850,0.0166156537,0.2877131613,Rep,3
56,124,4,160,288,0.4305555556,0.0138888889,0.5555555556,Dem,2
57,312,10,307,629,0.4960254372,0.0158982512,0.4880763116,Rep,1
58,708,13,470,1191,0.5944584383,0.0109151973,0.3946263644,Rep,2
59,1618,26,467,2111,0.7664613927,0.0123164377,0.2212221696,Rep,3
60,1460,22,489,1971,0.7407407407,0.0111618468,0.2480974125,Rep,3
61,1258,19,543,1820,0.6912087912,0.0104395604,0.2983516484,Rep,3
62,1173,29,609,1811,0.6477084484,0.0160132523,0.3362782993,Rep,3
63,2312,32,705,3049,0.7582814037,0.0104952443,0.2312233519,Rep,3
64,376,5,115,496,0.7580645161,0.0100806452,0.2318548387,Rep,3
65,612,8,89,709,0.8631875882,0.0112834979,0.1255289140,Rep,3
66,707,6,102,815,0.8674846626,0.0073619632,0.1251533742,Rep,3
67,1458,13,214,1685,0.8652818991,0.0077151335,0.1270029674,Rep,3
68,578,5,109,692,0.8352601156,0.0072254335,0.1575144509,Rep,3
69,867,11,114,992,0.8739919355,0.0110887097,0.1149193548,Rep,3
70,220,4,22,246,0.8943089431,0.0162601626,0.0894308943,Rep,3
71,262,4,89,355,0.7380281690,0.0112676056,0.2507042254,Rep,3
72,441,6,130,577,0.7642980936,0.0103986135,0.2253032929,Rep,3
73,501,7,80,588,0.8520408163,0.0119047619,0.1360544218,Rep,3
74,409,6,72,487,0.8398357290,0.0123203285,0.1478439425,Rep,3
75,1666,22,314,2002,0.8321678322,0.0109890110,0.1568431568,Rep,3
76,1029,17,206,1252,0.8218849840,0.0135782748,0.1645367412,Rep,3
77,777,10,120,907,0.8566703418,0.0110253583,0.1323042999,Rep,3
78,1630,26,462,2118,0.7695939566,0.0122757318,0.2181303116,Rep,3
79,458,8,175,641,0.7145085803,0.0124804992,0.2730109204,Rep,3
80,1466,10,120,1596,0.9185463659,0.0062656642,0.0751879699,Rep,3
81,2172,27,415,2614,0.8309104820,0.0103289977,0.1587605203,Rep,3
82,1373,18,305,1696,0.8095518868,0.0106132075,0.1798349057,Rep,3
83,278,3,55,336,0.8273809524,0.0089285714,0.1636904762,Rep,3
84,936,12,292,1240,0.7548387097,0.0096774194,0.2354838710,Rep,3
85,174,4,160,338,0.5147928994,0.0118343195,0.4733727811,Rep,1
86,316,10,428,754,0.4190981432,0.0132625995,0.5676392573,Dem,2
87,258,10,232,500,0.5160000000,0.0200000000,0.4640000000,Rep,1
88,75,1,78,154,0.4870129870,0.0064935065,0.5064935065,Dem,1
89,6,1,22,29,0.2068965517,0.0344827586,0.7586206897,Dem,3
90,124,4,76,204,0.6078431373,0.0196078431,0.3725490196,Rep,2
91,851,16,328,1195,0.7121338912,0.0133891213,0.2744769874,Rep,3
