precinct,party,candidate,votes
1,DEM,Robert Johnson,36
1,REP,"Jesse F. McClure, III",207
10,DEM,Robert Johnson,183
10,REP,"Jesse F. McClure, III",1189
11,DEM,Robert Johnson,215
11,REP,"Jesse F. McClure, III",1213
12,DEM,Robert Johnson,94
12,REP,"Jesse F. McClure, III",668
17,DEM,Robert Johnson,10
17,REP,"Jesse F. McClure, III",329
18,DEM,Robert Johnson,75
18,REP,"Jesse F. McClure, III",1116
1C,DEM,Robert Johnson,440
1C,REP,"Jesse F. McClure, III",1257
2,DEM,Robert Johnson,217
2,REP,"Jesse F. McClure, III",483
21,DEM,Robert Johnson,68
21,REP,"Jesse F. McClure, III",823
22,DEM,Robert Johnson,204
22,REP,"Jesse F. McClure, III",1355
3,DEM,Robert Johnson,48
3,REP,"Jesse F. McClure, III",395
33,DEM,Robert Johnson,25
33,REP,"Jesse F. McClure, III",273
4,DEM,Robert Johnson,26
4,REP,"Jesse F. McClure, III",182
4C,DEM,Robert Johnson,237
4C,REP,"Jesse F. McClure, III",817
6,DEM,Robert Johnson,128
6,REP,"Jesse F. McClure, III",1138
7,DEM,Robert Johnson,99
7,REP,"Jesse F. McClure, III",776
8,DEM,Robert Johnson,63
8,REP,"Jesse F. McClure, III",554
